# !!!performance-id:	pid9090-21
# !!!title:		Mazurka in C-sharp minor, Op. 63, No. 3
# !!!trials:		1
# !!!date: 		2007/04/01/
# !!!reverse-conductor:	Craig Stuart Sapp
# !!!performer: 		William Kapell
# !!!performance-date:	1951
# !!!label:		RCA 09026-68990-2
# !!!label-title:		William Kapell: Chopin Mazurkas
# !!!offset:		0
2.238	0:3
2.768	1:1
3.269	1:2
3.838	1:3
4.278	2:1
4.718	2:2
5.348	2:3
5.837	3:1
6.273	3:2
6.728	3:3
7.148	4:1
7.608	4:2
8.128	4:3
8.558	5:1
9.098	5:2
9.748	5:3
10.218	6:1
10.698	6:2
11.118	6:3
11.558	7:1
12.029	7:2
12.688	7:3
13.138	8:1
13.558	8:2
13.978	8:3
14.428	9:1
14.888	9:2
15.348	9:3
15.738	10:1
16.128	10:2
16.708	10:3
17.108	11:1
17.478	11:2
17.928	11:3
18.298	12:1
18.698	12:2
19.138	12:3
19.608	13:1
20.327	13:2
20.808	13:3
21.288	14:1
21.758	14:2
22.178	14:3
22.658	15:1
23.178	15:2
23.688	15:3
24.118	16:1
24.731	16:2
25.018	16:3
25.388	17:1
26.008	17:2
26.368	17:3
26.728	18:1
27.245	18:2
27.528	18:3
27.788	19:1
28.367	19:2
28.838	19:3
29.238	20:1
29.598	20:2
29.918	20:3
30.298	21:1
30.708	21:2
30.998	21:3
31.328	22:1
31.738	22:2
32.088	22:3
32.508	23:1
32.868	23:2
33.308	23:3
33.698	24:1
34.188	24:2
34.638	24:3
35.188	25:1
35.849	25:2
36.268	25:3
36.658	26:1
37.078	26:2
37.428	26:3
37.728	27:1
38.257	27:2
38.658	27:3
39.048	28:1
39.418	28:2
39.748	28:3
40.188	29:1
40.638	29:2
40.998	29:3
41.428	30:1
41.838	30:2
42.278	30:3
42.758	31:1
43.371	31:2
43.818	31:3
44.278	32:1
45.000	32:2
45.528	32:3
46.168	33:1
46.865	33:2
47.338	33:3
47.748	34:1
48.138	34:2
48.510	34:3
48.948	35:1
49.418	35:2
49.808	35:3
50.318	36:1
50.748	36:2
51.238	36:3
51.758	37:1
52.278	37:2
52.618	37:3
52.998	38:1
53.388	38:2
53.747	38:3
54.158	39:1
54.588	39:2
54.918	39:3
55.338	40:1
55.857	40:2
56.328	40:3
56.738	41:1
57.351	41:2
57.738	41:3
58.068	42:1
58.538	42:2
58.865	42:3
59.158	43:1
59.598	43:2
59.888	43:3
60.258	44:1
60.748	44:2
61.148	44:3
61.528	45:1
61.988	45:2
62.328	45:3
62.648	46:1
63.078	46:2
63.428	46:3
63.788	47:1
64.306	47:2
64.698	47:3
65.128	48:1
65.868	48:2
66.588	48:3
67.398	49:1
68.238	49:2
69.038	49:3
69.538	50:1
70.178	50:2
70.792	50:3
71.241	51:1
71.688	51:2
72.128	51:3
72.508	52:1
73.049	52:2
73.528	52:3
73.968	53:1
74.600	53:2
75.118	53:3
75.618	54:1
76.098	54:2
76.548	54:3
76.978	55:1
77.418	55:2
77.918	55:3
78.348	56:1
78.758	56:2
79.228	56:3
79.678	57:1
80.168	57:2
80.588	57:3
80.988	58:1
81.378	58:2
81.918	58:3
82.298	59:1
82.708	59:2
83.088	59:3
83.584	60:1
84.058	60:2
84.448	60:3
84.798	61:1
85.198	61:2
85.588	61:3
86.038	62:1
86.568	62:2
87.038	62:3
88.168	63:1
88.755	63:2
89.188	63:3
89.608	64:1
90.228	64:2
90.958	64:3
91.598	65:1
92.233	65:2
92.808	65:3
93.258	66:1
93.688	66:2
94.328	66:3
94.910	67:1
95.368	67:2
95.828	67:3
96.228	68:1
96.628	68:2
96.980	68:3
97.408	69:1
97.908	69:2
98.308	69:3
98.688	70:1
99.098	70:2
99.528	70:3
99.908	71:1
100.318	71:2
100.708	71:3
101.068	72:1
101.468	72:2
101.828	72:3
102.188	73:1
102.598	73:2
102.948	73:3
103.318	74:1
103.678	74:2
104.058	74:3
105.127	75:1
105.678	75:2
106.028	75:3
106.428	76:1
106.968	76:2
