# !!!performance-id:	pid9057j-07
# !!!title:		Mazurka in C-sharp minor, Op. 63, No. 3
# !!!trials:		1
# !!!date: 		2007/03/30/
# !!!reverse-conductor:	Craig Stuart Sapp
# !!!performer: 		Moritz Rosenthal
# !!!performance-date:	1931
# !!!label:		Membran 222913-321
# !!!label-title:		Chopin Nocturnes, Mazurkas & Waltzes
# !!!offset:		0
0.090	0:3
1.149	1:1
1.811	1:2
2.298	1:3
2.828	2:1
3.111	2:2
3.758	2:3
4.052	3:1
4.488	3:2
4.876	3:3
5.398	4:1
5.698	4:2
6.378	4:3
6.786	5:1
7.378	5:2
8.028	5:3
8.628	6:1
9.445	6:2
9.948	6:3
10.448	7:1
11.000	7:2
11.408	7:3
11.888	8:1
12.198	8:2
12.690	8:3
12.988	9:1
13.473	9:2
13.833	9:3
14.214	10:1
14.578	10:2
15.038	10:3
15.386	11:1
15.737	11:2
16.168	11:3
16.602	12:1
16.881	12:2
17.348	12:3
17.828	13:1
18.506	13:2
19.008	13:3
19.667	14:1
20.308	14:2
20.788	14:3
21.348	15:1
22.013	15:2
22.648	15:3
23.358	16:1
23.968	16:2
24.522	16:3
24.988	17:1
25.478	17:2
25.878	17:3
26.188	18:1
26.755	18:2
27.200	18:3
27.429	19:1
27.887	19:2
28.478	19:3
28.928	20:1
29.199	20:2
29.484	20:3
29.738	21:1
30.108	21:2
30.408	21:3
30.668	22:1
31.083	22:2
31.378	22:3
31.935	23:1
32.420	23:2
33.012	23:3
33.477	24:1
33.928	24:2
34.418	24:3
34.992	25:1
35.631	25:2
35.978	25:3
36.258	26:1
36.682	26:2
36.957	26:3
37.269	27:1
37.756	27:2
38.258	27:3
38.676	28:1
38.958	28:2
39.228	28:3
39.488	29:1
39.808	29:2
40.118	29:3
40.428	30:1
40.718	30:2
41.028	30:3
41.352	31:1
41.845	31:2
42.458	31:3
43.880	32:1
44.431	32:2
44.910	32:3
45.639	33:1
46.148	33:2
46.728	33:3
47.318	34:1
47.708	34:2
48.238	34:3
48.811	35:1
49.270	35:2
49.795	35:3
50.106	36:1
50.548	36:2
51.088	36:3
51.508	37:1
52.033	37:2
52.506	37:3
52.959	38:1
53.318	38:2
53.928	38:3
54.735	39:1
55.528	39:2
55.946	39:3
56.438	40:1
56.828	40:2
57.288	40:3
57.620	41:1
57.934	41:2
58.468	41:3
59.028	42:1
59.736	42:2
60.378	42:3
61.077	43:1
61.634	43:2
62.058	43:3
62.458	44:1
62.828	44:2
63.280	44:3
63.637	45:1
63.945	45:2
64.308	45:3
64.728	46:1
65.198	46:2
65.658	46:3
66.048	47:1
66.498	47:2
66.978	47:3
67.338	48:1
67.878	48:2
68.406	48:3
68.928	49:1
69.567	49:2
70.568	49:3
71.068	50:1
71.398	50:2
71.868	50:3
72.158	51:1
72.568	51:2
72.948	51:3
73.408	52:1
73.688	52:2
74.284	52:3
74.628	53:1
75.236	53:2
76.089	53:3
76.899	54:1
77.528	54:2
77.964	54:3
78.338	55:1
78.808	55:2
79.258	55:3
79.717	56:1
80.058	56:2
80.649	56:3
80.936	57:1
81.348	57:2
81.818	57:3
82.108	58:1
82.268	58:2
82.658	58:3
82.928	59:1
83.328	59:2
83.588	59:3
83.938	60:1
84.483	60:2
85.081	60:3
85.464	61:1
85.828	61:2
86.228	61:3
86.538	62:1
87.038	62:2
87.803	62:3
90.497	63:1
91.292	63:2
92.012	63:3
92.458	64:1
93.128	64:2
93.788	64:3
94.378	65:1
94.941	65:2
95.388	65:3
96.110	66:1
96.468	66:2
96.898	66:3
97.368	67:1
97.818	67:2
98.244	67:3
98.598	68:1
98.978	68:2
99.338	68:3
99.698	69:1
100.028	69:2
100.415	69:3
100.711	70:1
101.027	70:2
101.349	70:3
101.695	71:1
101.998	71:2
102.290	71:3
102.589	72:1
103.028	72:2
103.458	72:3
103.834	73:1
104.178	73:2
104.488	73:3
104.848	74:1
105.140	74:2
105.598	74:3
106.774	75:1
107.368	75:2
107.848	75:3
108.248	76:1
109.078	76:2
