# !!!performance-id:	pid9166l-10
# !!!title:		Mazurka in C-sharp minor, Op. 68, No. 3
# !!!trials:		1
# !!!date: 		2008/03/15/
# !!!reverse-conductor:	Craig Stuart Sapp
# !!!performer: 		Abdel Rahman El Bacha
# !!!performance-date:	2000
# !!!label:		Forlane 126817
# !!!label-title:		Chopin integrale de l'oeuvre pour piano seul
# !!!offset:		0
0.788	0:3
1.208	1:1
1.758	1:2
2.228	1:3
2.578	2:1
2.948	2:2
3.388	2:3
3.758	3:1
4.138	3:2
4.558	3:3
4.978	4:1
5.338	4:2
5.748	4:3
6.138	5:1
6.508	5:2
6.918	5:3
7.378	6:1
7.788	6:2
8.178	6:3
8.648	7:1
9.058	7:2
9.488	7:3
10.018	8:1
10.408	8:2
10.888	8:3
11.298	9:1
11.728	9:2
12.178	9:3
12.527	10:1
12.898	10:2
13.328	10:3
13.718	11:1
14.088	11:2
14.498	11:3
14.968	12:1
15.368	12:2
15.858	12:3
16.278	13:1
16.818	13:2
17.271	13:3
17.620	14:1
17.998	14:2
18.348	14:3
18.828	15:1
19.248	15:2
19.637	15:3
20.128	16:1
20.628	16:2
21.038	16:3
21.448	17:1
21.831	17:2
22.288	17:3
22.698	18:1
23.118	18:2
23.588	18:3
23.938	19:1
24.418	19:2
24.828	19:3
25.238	20:1
25.698	20:2
26.078	20:3
26.468	21:1
26.829	21:2
27.308	21:3
27.788	22:1
28.182	22:2
28.688	22:3
29.092	23:1
29.558	23:2
30.008	23:3
30.398	24:1
30.838	24:2
31.298	24:3
31.738	25:1
32.457	25:2
32.948	25:3
33.348	26:1
33.758	26:2
34.278	26:3
34.638	27:1
35.088	27:2
35.528	27:3
35.938	28:1
36.398	28:2
36.761	28:3
37.148	29:1
37.482	29:2
37.878	29:3
38.378	30:1
38.798	30:2
39.188	30:3
39.628	31:1
40.148	31:2
40.568	31:3
41.008	32:1
41.518	32:2
42.178	32:3
42.808	33:1
43.438	33:2
43.928	33:3
44.348	34:1
44.798	34:2
45.248	34:3
45.628	35:1
46.058	35:2
46.428	35:3
46.848	36:1
47.288	36:2
47.818	36:3
48.298	37:1
48.848	37:2
49.258	37:3
49.758	38:1
50.158	38:2
50.558	38:3
51.118	39:1
51.618	39:2
52.008	39:3
52.418	40:1
52.848	40:2
53.368	40:3
53.928	41:1
54.441	41:2
54.959	41:3
55.358	42:1
55.800	42:2
56.268	42:3
56.638	43:1
57.035	43:2
57.449	43:3
57.818	44:1
58.273	44:2
58.778	44:3
59.188	45:1
59.638	45:2
60.068	45:3
60.518	46:1
60.992	46:2
61.438	46:3
61.848	47:1
62.308	47:2
62.728	47:3
63.218	48:1
63.838	48:2
64.378	48:3
65.068	49:1
65.618	49:2
66.368	49:3
67.098	50:1
67.638	50:2
68.178	50:3
68.658	51:1
69.098	51:2
69.558	51:3
70.028	52:1
70.528	52:2
70.918	52:3
71.308	53:1
71.698	53:2
72.188	53:3
72.738	54:1
73.180	54:2
73.598	54:3
74.048	55:1
74.448	55:2
74.858	55:3
75.338	56:1
75.728	56:2
76.218	56:3
76.608	57:1
76.998	57:2
77.398	57:3
77.758	58:1
78.128	58:2
78.588	58:3
78.968	59:1
79.338	59:2
79.768	59:3
80.358	60:1
80.888	60:2
81.408	60:3
81.818	61:1
82.188	61:2
82.598	61:3
82.998	62:1
83.458	62:2
84.038	62:3
85.598	63:1
86.338	63:2
86.808	63:3
87.228	64:1
87.658	64:2
88.128	64:3
88.528	65:1
88.978	65:2
89.558	65:3
90.068	66:1
90.498	66:2
91.008	66:3
91.428	67:1
91.928	67:2
92.492	67:3
93.028	68:1
93.448	68:2
93.868	68:3
94.318	69:1
94.808	69:2
95.298	69:3
95.758	70:1
96.198	70:2
96.588	70:3
96.998	71:1
97.508	71:2
97.908	71:3
98.418	72:1
98.868	72:2
99.298	72:3
99.838	73:1
100.288	73:2
100.688	73:3
101.098	74:1
101.498	74:2
102.098	74:3
103.328	75:1
103.808	75:2
104.288	75:3
104.848	76:1
105.458	76:2
106.214	76:3
