# !!!performance-id:	pid9198h-18
# !!!title:		Mazurka in C-sharp minor, Op. 63, No. 3
# !!!trials:		1
# !!!date: 		2008/04/04/
# !!!reverse-conductor:	Craig Stuart Sapp
# !!!performer: 		Cor de Groot
# !!!performance-date:	1988
# !!!label:		Brillian Classics 93202
# !!!label-title:		Chopin: Complete Works, vol. 8
# !!!offset:		0
0.446	0:3
0.928	1:1
1.708	1:2
2.398	1:3
3.028	2:1
3.438	2:2
4.059	2:3
4.528	3:1
4.958	3:2
5.538	3:3
6.138	4:1
6.528	4:2
7.078	4:3
7.478	5:1
7.898	5:2
8.428	5:3
8.948	6:1
9.348	6:2
9.888	6:3
10.378	7:1
10.968	7:2
11.580	7:3
12.198	8:1
12.608	8:2
13.228	8:3
13.624	9:1
14.348	9:2
14.978	9:3
15.478	10:1
16.008	10:2
16.548	10:3
16.948	11:1
17.358	11:2
17.908	11:3
18.448	12:1
18.838	12:2
19.268	12:3
19.758	13:1
20.228	13:2
20.718	13:3
21.188	14:1
21.558	14:2
22.078	14:3
22.588	15:1
23.188	15:2
23.768	15:3
24.458	16:1
25.292	16:2
25.767	16:3
26.148	17:1
26.928	17:2
27.658	17:3
28.078	18:1
28.748	18:2
29.208	18:3
29.538	19:1
30.028	19:2
30.598	19:3
31.038	20:1
31.465	20:2
31.838	20:3
32.268	21:1
32.838	21:2
33.278	21:3
33.678	22:1
34.178	22:2
34.696	22:3
35.168	23:1
35.737	23:2
36.228	23:3
36.588	24:1
37.227	24:2
37.838	24:3
38.928	25:1
39.910	25:2
40.848	25:3
41.298	26:1
41.888	26:2
42.408	26:3
42.778	27:1
43.328	27:2
43.988	27:3
44.438	28:1
44.951	28:2
45.329	28:3
45.798	29:1
46.348	29:2
46.768	29:3
47.224	30:1
47.688	30:2
48.178	30:3
48.745	31:1
49.338	31:2
49.988	31:3
50.798	32:1
51.718	32:2
52.618	32:3
53.500	33:1
54.268	33:2
54.828	33:3
55.348	34:1
55.818	34:2
56.404	34:3
56.988	35:1
57.468	35:2
57.948	35:3
58.484	36:1
58.990	36:2
59.638	36:3
60.339	37:1
61.157	37:2
61.631	37:3
62.108	38:1
62.478	38:2
62.965	38:3
63.408	39:1
63.918	39:2
64.448	39:3
65.035	40:1
65.569	40:2
66.258	40:3
67.031	41:1
67.608	41:2
68.068	41:3
68.538	42:1
69.018	42:2
69.678	42:3
70.138	43:1
70.488	43:2
70.928	43:3
71.494	44:1
71.968	44:2
72.658	44:3
73.268	45:1
73.788	45:2
74.208	45:3
74.628	46:1
75.038	46:2
75.488	46:3
75.888	47:1
76.288	47:2
76.748	47:3
77.238	48:1
77.798	48:2
78.594	48:3
79.248	49:1
79.961	49:2
80.910	49:3
81.748	50:1
82.298	50:2
82.973	50:3
83.368	51:1
83.758	51:2
84.228	51:3
84.648	52:1
85.118	52:2
85.518	52:3
85.948	53:1
86.428	53:2
86.978	53:3
87.468	54:1
87.828	54:2
88.338	54:3
88.808	55:1
89.258	55:2
89.808	55:3
90.438	56:1
90.838	56:2
91.388	56:3
91.968	57:1
92.837	57:2
93.508	57:3
94.158	58:1
94.578	58:2
95.248	58:3
95.718	59:1
96.218	59:2
96.718	59:3
97.231	60:1
97.768	60:2
98.298	60:3
98.798	61:1
99.288	61:2
99.708	61:3
100.263	62:1
100.718	62:2
101.408	62:3
102.878	63:1
103.552	63:2
104.078	63:3
104.431	64:1
105.008	64:2
105.678	64:3
106.664	65:1
107.366	65:2
108.048	65:3
108.788	66:1
109.389	66:2
109.838	66:3
110.288	67:1
110.838	67:2
111.458	67:3
112.008	68:1
112.498	68:2
113.088	68:3
113.728	69:1
114.478	69:2
114.982	69:3
115.902	70:1
116.808	70:2
117.284	70:3
117.838	71:1
118.268	71:2
118.768	71:3
119.268	72:1
119.768	72:2
120.228	72:3
120.758	73:1
121.318	73:2
121.853	73:3
122.368	74:1
122.828	74:2
123.338	74:3
124.604	75:1
125.338	75:2
125.820	75:3
126.458	76:1
127.318	76:2
128.148	76:3
