# !!!performance-id:      pid9107c-11
# !!!title:               Mazurka in B minor, Op. 30, No. 2
# !!!trials:               1
# !!!date:                2007/03/13/
# !!!reverse-conductor:   Craig Stuart Sapp
# !!!performer:           Alfred Cortot
# !!!performance-date:    1957
# !!!label:               Sony Classical S3K89698
# !!!label-title:         Alfred Cortot: The Master Classes
# !!!offset:		0
1.988	0:3
2.628	1:1
2.918	1:2
3.292	1:3
3.694	2:1
4.073	2:2
4.916	2:3
5.348	3:1
5.638	3:2
5.948	3:3
6.298	4:1
6.598	4:2
7.138	4:3
7.668	5:1
7.920	5:2
8.288	5:3
8.678	6:1
8.938	6:2
9.608	6:3
10.108	7:1
10.386	7:2
10.718	7:3
11.148	8:1
11.458	8:2
12.341	8:3
12.829	9:1
13.108	9:2
13.478	9:3
13.848	10:1
14.545	10:2
15.359	10:3
15.837	11:1
16.033	11:2
16.348	11:3
16.708	12:1
17.118	12:2
17.608	12:3
18.078	13:1
18.388	13:2
18.761	13:3
19.104	14:1
19.538	14:2
20.168	14:3
20.510	15:1
20.848	15:2
21.168	15:3
21.528	16:1
21.948	16:2
22.418	16:3
22.978	17:1
23.368	17:2
24.039	17:3
24.408	18:1
24.718	18:2
25.248	18:3
25.558	19:1
25.868	19:2
26.318	19:3
26.618	20:1
26.908	20:2
27.268	20:3
27.558	21:1
27.868	21:2
28.238	21:3
28.568	22:1
28.858	22:2
29.218	22:3
29.598	23:1
29.938	23:2
30.338	23:3
30.808	24:1
31.227	24:2
31.912	24:3
32.727	25:1
33.178	25:2
33.704	25:3
34.118	26:1
34.458	26:2
34.808	26:3
35.158	27:1
35.448	27:2
35.788	27:3
36.088	28:1
36.388	28:2
36.718	28:3
36.998	29:1
37.298	29:2
37.648	29:3
37.928	30:1
38.228	30:2
38.588	30:3
38.898	31:1
39.348	31:2
40.018	31:3
40.598	32:1
41.239	32:2
41.738	32:3
42.308	33:1
42.568	33:2
42.928	33:3
43.268	34:1
43.778	34:2
44.453	34:3
44.848	35:1
45.138	35:2
45.448	35:3
45.778	36:1
46.248	36:2
46.798	36:3
47.138	37:1
47.458	37:2
47.788	37:3
48.118	38:1
48.508	38:2
48.948	38:3
49.657	39:1
50.310	39:2
50.938	39:3
51.468	40:1
52.073	40:2
52.838	40:3
53.210	41:1
53.508	41:2
53.808	41:3
54.128	42:1
54.488	42:2
55.004	42:3
55.502	43:1
55.828	43:2
56.168	43:3
56.528	44:1
57.038	44:2
57.738	44:3
58.058	45:1
58.378	45:2
58.718	45:3
59.078	46:1
59.518	46:2
59.968	46:3
60.682	47:1
61.328	47:2
61.948	47:3
62.488	48:1
63.408	48:2
