# !!!performance-id:	pid5667269b-38
# !!!title:		Mazurka in B minor, Op. 30, No. 2
# !!!trials:		1
# !!!date: 		2007/03/02/
# !!!reverse-conductor:	Craig Stuart Sapp
# !!!performer: 		Arturo Benedetti Michelangeli
# !!!performance-date:	1971
# !!!label:		Philips 456 904-2
# !!!label-title:		Great Pianists of the 20th century, vol. 69
# !!!offset:		0
1.858	0:3
2.338	1:1
2.768	1:2
3.198	1:3
3.686	2:1
4.216	2:2
4.837	2:3
5.278	3:1
5.698	3:2
6.088	3:3
6.551	4:1
6.878	4:2
7.408	4:3
8.008	5:1
8.418	5:2
8.848	5:3
9.347	6:1
9.918	6:2
10.438	6:3
10.978	7:1
11.347	7:2
11.728	7:3
12.273	8:1
12.618	8:2
13.273	8:3
13.928	9:1
14.408	9:2
14.838	9:3
15.331	10:1
16.118	10:2
16.688	10:3
17.110	11:1
17.518	11:2
17.928	11:3
18.338	12:1
18.808	12:2
19.338	12:3
19.908	13:1
20.388	13:2
20.808	13:3
21.306	14:1
22.008	14:2
22.518	14:3
22.935	15:1
23.358	15:2
23.758	15:3
24.238	16:1
24.728	16:2
25.398	16:3
25.978	17:1
26.458	17:2
26.928	17:3
27.388	18:1
27.828	18:2
28.268	18:3
28.708	19:1
29.138	19:2
29.578	19:3
30.008	20:1
30.428	20:2
30.848	20:3
31.268	21:1
31.688	21:2
32.138	21:3
32.518	22:1
32.928	22:2
33.338	22:3
33.768	23:1
34.188	23:2
34.878	23:3
35.641	24:1
36.178	24:2
36.618	24:3
37.098	25:1
37.551	25:2
37.988	25:3
38.428	26:1
38.848	26:2
39.282	26:3
39.708	27:1
40.128	27:2
40.548	27:3
40.988	28:1
41.378	28:2
41.778	28:3
42.198	29:1
42.608	29:2
43.065	29:3
43.428	30:1
43.828	30:2
44.258	30:3
44.698	31:1
45.218	31:2
45.812	31:3
46.208	32:1
46.708	32:2
47.288	32:3
47.788	33:1
48.208	33:2
48.678	33:3
49.171	34:1
49.598	34:2
50.068	34:3
50.488	35:1
50.908	35:2
51.368	35:3
51.788	36:1
52.248	36:2
52.718	36:3
53.128	37:1
53.548	37:2
53.978	37:3
54.449	38:1
54.980	38:2
55.388	38:3
55.828	39:1
56.367	39:2
56.947	39:3
57.486	40:1
58.048	40:2
58.778	40:3
59.502	41:1
59.958	41:2
60.448	41:3
60.908	42:1
61.358	42:2
61.828	42:3
62.248	43:1
62.688	43:2
63.158	43:3
63.708	44:1
64.138	44:2
64.618	44:3
65.018	45:1
65.458	45:2
65.938	45:3
66.465	46:1
66.918	46:2
67.438	46:3
67.938	47:1
68.620	47:2
69.498	47:3
70.135	48:1
71.078	48:2
71.588	48:3
72.068	49:1
72.508	49:2
72.958	49:3
73.408	50:1
73.848	50:2
74.278	50:3
74.718	51:1
75.138	51:2
75.578	51:3
76.018	52:1
76.428	52:2
76.838	52:3
77.248	53:1
77.678	53:2
78.131	53:3
78.528	54:1
78.928	54:2
79.368	54:3
79.818	55:1
80.328	55:2
81.008	55:3
81.578	56:1
82.048	56:2
82.528	56:3
82.978	57:1
83.388	57:2
83.818	57:3
84.248	58:1
84.658	58:2
85.058	58:3
85.488	59:1
85.908	59:2
86.348	59:3
86.748	60:1
87.148	60:2
87.538	60:3
87.958	61:1
88.348	61:2
88.808	61:3
89.178	62:1
89.568	62:2
89.998	62:3
90.438	63:1
90.938	63:2
91.498	63:3
91.848	64:1
92.318	64:2
