score,measure,beat,strip,page,hpixel
childrencorner1_v1,1,1,1,0,103
childrencorner1_v1,1,2,1,0,153
childrencorner1_v1,1,3,1,0,203
childrencorner1_v1,1,4,1,0,253
childrencorner1_v1,2,1,1,0,
childrencorner1_v1,2,2,1,0,
childrencorner1_v1,2,3,1,0,
childrencorner1_v1,2,4,1,0,
childrencorner1_v1,3,1,2,0,18
childrencorner1_v1,3,2,2,0,59
childrencorner1_v1,3,3,2,0,99
childrencorner1_v1,3,4,2,0,139
childrencorner1_v1,4,1,2,0,
childrencorner1_v1,4,2,2,0,
childrencorner1_v1,4,3,2,0,
childrencorner1_v1,4,4,2,0,
childrencorner1_v1,5,1,2,0,360
childrencorner1_v1,5,2,2,0,400
childrencorner1_v1,5,3,2,0,440
childrencorner1_v1,5,4,2,0,480
childrencorner1_v1,6,1,3,0,
childrencorner1_v1,6,2,3,0,
childrencorner1_v1,6,3,3,0,
childrencorner1_v1,6,4,3,0,
childrencorner1_v1,7,1,3,0,185
childrencorner1_v1,7,2,3,0,232
childrencorner1_v1,7,3,3,0,266
childrencorner1_v1,7,4,3,0,310
childrencorner1_v1,8,1,3,0,
childrencorner1_v1,8,2,3,0,
childrencorner1_v1,8,3,3,0,
childrencorner1_v1,8,4,3,0,
childrencorner1_v1,9,1,4,0,9
childrencorner1_v1,9,2,4,0,57
childrencorner1_v1,9,3,4,0,95
childrencorner1_v1,9,4,4,0,141
childrencorner1_v1,10,1,4,0,
childrencorner1_v1,10,2,4,0,
childrencorner1_v1,10,3,4,0,
childrencorner1_v1,10,4,4,0,
childrencorner1_v1,11,1,4,0,351
childrencorner1_v1,11,2,4,0,396
childrencorner1_v1,11,3,4,0,434
childrencorner1_v1,11,4,4,0,476
childrencorner1_v1,1,1,1,1,
childrencorner1_v1,1,2,1,1,
childrencorner1_v1,1,3,1,1,
childrencorner1_v1,1,4,1,1,
childrencorner1_v1,2,1,1,1,108
childrencorner1_v1,2,2,1,1,158
childrencorner1_v1,2,3,1,1,206
childrencorner1_v1,2,4,1,1,255
childrencorner1_v1,3,1,1,1,
childrencorner1_v1,3,2,1,1,
childrencorner1_v1,3,3,1,1,
childrencorner1_v1,3,4,1,1,
childrencorner1_v1,4,1,2,1,16
childrencorner1_v1,4,2,2,1,55
childrencorner1_v1,4,3,2,1,94
childrencorner1_v1,4,4,2,1,133
childrencorner1_v1,5,1,2,1,
childrencorner1_v1,5,2,2,1,
childrencorner1_v1,5,3,2,1,
childrencorner1_v1,5,4,2,1,
childrencorner1_v1,6,1,2,1,348
childrencorner1_v1,6,2,2,1,390
childrencorner1_v1,6,3,2,1,434
childrencorner1_v1,6,4,2,1,473
childrencorner1_v1,7,1,3,1,
childrencorner1_v1,7,2,3,1,
childrencorner1_v1,7,3,3,1,
childrencorner1_v1,7,4,3,1,
childrencorner1_v1,8,1,3,1,187
childrencorner1_v1,8,2,3,1,225
childrencorner1_v1,8,3,3,1,267
childrencorner1_v1,8,4,3,1,308
childrencorner1_v1,9,1,3,1,
childrencorner1_v1,9,2,3,1,
childrencorner1_v1,9,3,3,1,
childrencorner1_v1,9,4,3,1,
childrencorner1_v1,10,1,4,1,16
childrencorner1_v1,10,2,4,1,56
childrencorner1_v1,10,3,4,1,95
childrencorner1_v1,10,4,4,1,136
childrencorner1_v1,11,1,4,1,
childrencorner1_v1,11,2,4,1,
childrencorner1_v1,11,3,4,1,
childrencorner1_v1,11,4,4,1,
childrencorner1_v1,12,1,4,1,362
childrencorner1_v1,12,2,4,1,402
childrencorner1_v1,12,3,4,1,441
childrencorner1_v1,12,4,4,1,479
childrencorner1_v1,13,1,5,1,
childrencorner1_v1,13,2,5,1,
childrencorner1_v1,13,3,5,1,
childrencorner1_v1,13,4,5,1,
childrencorner1_v1,14,1,5,1,187
childrencorner1_v1,14,2,5,1,230
childrencorner1_v1,14,3,5,1,266
childrencorner1_v1,14,4,5,1,312
childrencorner1_v1,15,1,5,1,
childrencorner1_v1,15,2,5,1,
childrencorner1_v1,15,3,5,1,
childrencorner1_v1,15,4,5,1,
childrencorner1_v1,1,1,1,2,9
childrencorner1_v1,1,2,1,2,55
childrencorner1_v1,1,3,1,2,97
childrencorner1_v1,1,4,1,2,136
childrencorner1_v1,2,1,1,2,
childrencorner1_v1,2,2,1,2,
childrencorner1_v1,2,3,1,2,
childrencorner1_v1,2,4,1,2,
childrencorner1_v1,3,1,1,2,355
childrencorner1_v1,3,2,1,2,399
childrencorner1_v1,3,3,1,2,441
childrencorner1_v1,3,4,1,2,481
childrencorner1_v1,4,1,2,2,
childrencorner1_v1,4,2,2,2,
childrencorner1_v1,4,3,2,2,
childrencorner1_v1,4,4,2,2,
childrencorner1_v1,5,1,2,2,179
childrencorner1_v1,5,2,2,2,221
childrencorner1_v1,5,3,2,2,261
childrencorner1_v1,5,4,2,2,295
childrencorner1_v1,6,1,2,2,
childrencorner1_v1,6,2,2,2,
childrencorner1_v1,6,3,2,2,
childrencorner1_v1,6,4,2,2,
childrencorner1_v1,7,1,3,2,32
childrencorner1_v1,7,2,3,2,60
childrencorner1_v1,7,3,3,2,90
childrencorner1_v1,7,4,3,2,122
childrencorner1_v1,8,1,3,2,
childrencorner1_v1,8,2,3,2,
childrencorner1_v1,8,3,3,2,
childrencorner1_v1,8,4,3,2,
childrencorner1_v1,9,1,3,2,297
childrencorner1_v1,9,2,3,2,
childrencorner1_v1,9,3,3,2,339
childrencorner1_v1,9,4,3,2,363
childrencorner1_v1,10,1,3,2,
childrencorner1_v1,10,2,3,2,
childrencorner1_v1,10,3,3,2,
childrencorner1_v1,10,4,3,2,
childrencorner1_v1,11,1,4,2,43
childrencorner1_v1,11,2,4,2,72
childrencorner1_v1,11,3,4,2,101
childrencorner1_v1,11,4,4,2,128
