score,measure,beat,strip,page,hpixel
op62no3_v1,1,1,1,0,143
op62no3_v1,1,2,1,0,205
op62no3_v1,2,1,1,0,277
op62no3_v1,2,2,1,0,304
op62no3_v1,3,1,1,0,393
op62no3_v1,3,2,1,0,452
op62no3_v1,4,1,2,0,32
op62no3_v1,4,2,2,0,54
op62no3_v1,5,1,2,0,109
op62no3_v1,5,2,2,0,140
op62no3_v1,6,1,2,0,182
op62no3_v1,6,2,2,0,239
op62no3_v1,7,1,2,0,293
op62no3_v1,7,2,2,0,330
op62no3_v1,8,1,2,0,371
op62no3_v1,8,2,2,0,399
op62no3_v1,9,1,2,0,446
op62no3_v1,9,2,2,0,482
op62no3_v1,10,1,3,0,31
op62no3_v1,10,2,3,0,83
op62no3_v1,11,1,3,0,144
op62no3_v1,11,2,3,0,178
op62no3_v1,12,1,3,0,250
op62no3_v1,12,2,3,0,
op62no3_v1,13,1,3,0,318
op62no3_v1,13,2,3,0,353
op62no3_v1,14,1,3,0,406
op62no3_v1,14,2,3,0,466
op62no3_v1,15,1,4,0,30
op62no3_v1,15,2,4,0,68
op62no3_v1,16,1,4,0,109
op62no3_v1,16,2,4,0,135
op62no3_v1,17,1,4,0,178
op62no3_v1,17,2,4,0,213
op62no3_v1,18,1,4,0,257
op62no3_v1,18,2,4,0,306
op62no3_v1,19,1,4,0,361
op62no3_v1,19,2,4,0,390
op62no3_v1,20,1,4,0,459
op62no3_v1,20,2,4,0,
op62no3_v1,1,1,1,1,27
op62no3_v1,1,2,1,1,65
op62no3_v1,2,1,1,1,136
op62no3_v1,2,2,1,1,169
op62no3_v1,3,1,1,1,226
op62no3_v1,3,2,1,1,286
op62no3_v1,4,1,1,1,349
op62no3_v1,4,2,1,1,399
op62no3_v1,5,1,1,1,454
op62no3_v1,5,2,1,1,492
op62no3_v1,6,1,2,1,27
op62no3_v1,6,2,2,1,74
op62no3_v1,7,1,2,1,173
op62no3_v1,7,2,2,1,225
op62no3_v1,8,1,2,1,278
op62no3_v1,8,2,2,1,317
op62no3_v1,9,1,2,1,407
op62no3_v1,9,2,2,1,464
op62no3_v1,10,1,3,1,27
op62no3_v1,10,2,3,1,54
op62no3_v1,11,1,3,1,168
op62no3_v1,11,2,3,1,246
op62no3_v1,12,1,3,1,344
op62no3_v1,12,2,3,1,373
op62no3_v1,13,1,3,1,428
op62no3_v1,13,2,3,1,479
op62no3_v1,14,1,4,1,27
op62no3_v1,14,2,4,1,87
op62no3_v1,15,1,4,1,143
op62no3_v1,15,2,4,1,194
op62no3_v1,16,1,4,1,238
op62no3_v1,16,2,4,1,264
op62no3_v1,17,1,4,1,312
op62no3_v1,17,2,4,1,351
op62no3_v1,18,1,4,1,399
op62no3_v1,18,2,4,1,466
op62no3_v1,19,1,5,1,27
op62no3_v1,19,2,5,1,65
op62no3_v1,20,1,5,1,129
op62no3_v1,20,2,5,1,177
op62no3_v1,21,1,5,1,231
op62no3_v1,21,2,5,1,268
op62no3_v1,22,1,5,1,332
op62no3_v1,22,2,5,1,379
op62no3_v1,23,1,5,1,435
op62no3_v1,23,2,5,1,468
op62no3_v1,24,1,6,1,28
op62no3_v1,24,2,6,1,58
op62no3_v1,25,1,6,1,134
op62no3_v1,25,2,6,1,190
op62no3_v1,26,1,6,1,256
op62no3_v1,26,2,6,1,281
op62no3_v1,27,1,6,1,356
op62no3_v1,27,2,6,1,409
op62no3_v1,28,1,6,1,476
op62no3_v1,28,2,6,1,498
op62no3_v2,1,1,1,0,334
op62no3_v2,1,2,1,0,477
op62no3_v2,2,1,1,0,639
op62no3_v2,2,2,1,0,684
op62no3_v2,3,1,1,0,885
op62no3_v2,3,2,1,0,1023
op62no3_v2,4,1,1,0,1178
op62no3_v2,4,2,1,0,1229
op62no3_v2,5,1,2,0,115
op62no3_v2,5,2,2,0,181
op62no3_v2,6,1,2,0,261
op62no3_v2,6,2,2,0,379
op62no3_v2,7,1,2,0,496
op62no3_v2,7,2,2,0,566
op62no3_v2,8,1,2,0,648
op62no3_v2,8,2,2,0,694
op62no3_v2,9,1,2,0,778
op62no3_v2,9,2,2,0,849
op62no3_v2,10,1,2,0,936
op62no3_v2,10,2,2,0,1042
op62no3_v2,11,1,2,0,1156
op62no3_v2,11,2,2,0,1221
op62no3_v2,1,1,1,1,32
op62no3_v2,1,2,1,1,
op62no3_v2,2,1,1,1,139
op62no3_v2,2,2,1,1,196
op62no3_v2,3,1,1,1,272
op62no3_v2,3,2,1,1,371
op62no3_v2,4,1,1,1,469
op62no3_v2,4,2,1,1,525
op62no3_v2,5,1,1,1,611
op62no3_v2,5,2,1,1,656
op62no3_v2,6,1,1,1,723
op62no3_v2,6,2,1,1,790
op62no3_v2,7,1,1,1,864
op62no3_v2,7,2,1,1,967
op62no3_v2,8,1,1,1,1072
op62no3_v2,8,2,1,1,1125
op62no3_v2,9,1,2,1,42
op62no3_v2,9,2,2,1,
op62no3_v2,10,1,2,1,176
op62no3_v2,10,2,2,1,248
op62no3_v2,11,1,2,1,389
op62no3_v2,11,2,2,1,453
op62no3_v2,12,1,2,1,585
op62no3_v2,12,2,2,1,710
op62no3_v2,13,1,2,1,851
op62no3_v2,13,2,2,1,966
op62no3_v2,14,1,2,1,1097
op62no3_v2,14,2,2,1,1166
op62no3_v2,15,1,3,1,41
op62no3_v2,15,2,3,1,120
op62no3_v2,16,1,3,1,280
op62no3_v2,16,2,3,1,363
op62no3_v2,17,1,3,1,458
op62no3_v2,17,2,3,1,533
op62no3_v2,18,1,3,1,706
op62no3_v2,18,2,3,1,835
op62no3_v2,19,1,3,1,985
op62no3_v2,19,2,3,1,1040
op62no3_v2,20,1,4,1,42
op62no3_v2,20,2,4,1,169
op62no3_v2,21,1,4,1,324
op62no3_v2,21,2,4,1,368
op62no3_v2,22,1,4,1,446
op62no3_v2,22,2,4,1,517
op62no3_v2,23,1,4,1,595
op62no3_v2,23,2,4,1,704
op62no3_v2,24,1,4,1,810
op62no3_v2,24,2,4,1,890
op62no3_v2,25,1,4,1,977
op62no3_v2,25,2,4,1,1022
op62no3_v2,26,1,4,1,1098
op62no3_v2,26,2,4,1,1163
op62no3_v2,27,1,5,1,41
op62no3_v2,27,2,5,1,174
op62no3_v2,28,1,5,1,301
op62no3_v2,28,2,5,1,375
op62no3_v2,29,1,5,1,529
op62no3_v2,29,2,5,1,657
op62no3_v2,30,1,5,1,772
op62no3_v2,30,2,5,1,844
op62no3_v2,31,1,5,1,1003
op62no3_v2,31,2,5,1,1128
op62no3_v2,32,1,6,1,42
op62no3_v2,32,2,6,1,106
op62no3_v2,33,1,6,1,230
op62no3_v2,33,2,6,1,275
op62no3_v2,34,1,6,1,420
op62no3_v2,34,2,6,1,534
op62no3_v2,35,1,6,1,672
op62no3_v2,35,2,6,1,715
op62no3_v2,36,1,6,1,863
op62no3_v2,36,2,6,1,985
op62no3_v2,37,1,6,1,1130
op62no3_v2,37,2,6,1,1171
op62no3_v3,1,1,1,0,119
op62no3_v3,1,2,1,0,165
op62no3_v3,2,1,1,0,221
op62no3_v3,2,2,1,0,240
op62no3_v3,3,1,1,0,315
op62no3_v3,3,2,1,0,363
op62no3_v3,4,1,1,0,420
op62no3_v3,4,2,1,0,439
op62no3_v3,5,1,2,0,23
op62no3_v3,5,2,2,0,51
op62no3_v3,6,1,2,0,91
op62no3_v3,6,2,2,0,134
op62no3_v3,7,1,2,0,179
op62no3_v3,7,2,2,0,209
op62no3_v3,8,1,2,0,251
op62no3_v3,8,2,2,0,274
op62no3_v3,9,1,2,0,315
op62no3_v3,9,2,2,0,347
op62no3_v3,10,1,2,0,386
op62no3_v3,10,2,2,0,429
op62no3_v3,1,1,1,1,20
op62no3_v3,1,2,1,1,46
op62no3_v3,2,1,1,1,97
op62no3_v3,2,2,1,1,
op62no3_v3,3,1,1,1,154
op62no3_v3,3,2,1,1,180
op62no3_v3,4,1,1,1,18
op62no3_v3,4,2,1,1,259
op62no3_v3,5,1,1,1,304
op62no3_v3,5,2,1,1,334
op62no3_v3,6,1,1,1,370
op62no3_v3,6,2,1,1,390
op62no3_v3,7,1,1,1,426
op62no3_v3,7,2,1,1,453
op62no3_v3,8,1,2,1,20
op62no3_v3,8,2,2,1,59
op62no3_v3,9,1,2,1,101
op62no3_v3,9,2,2,1,124
op62no3_v3,10,1,2,1,174
op62no3_v3,10,2,2,1,
op62no3_v3,11,1,2,1,231
op62no3_v3,11,2,2,1,259
op62no3_v3,12,1,2,1,315
op62no3_v3,12,2,2,1,339
op62no3_v3,13,1,2,1,388
op62no3_v3,13,2,2,1,433
op62no3_v3,14,1,3,1,21
op62no3_v3,14,2,3,1,67
op62no3_v3,15,1,3,1,125
op62no3_v3,15,2,3,1,159
op62no3_v3,16,1,3,1,202
op62no3_v3,16,2,3,1,235
op62no3_v3,17,1,3,1,308
op62no3_v3,17,2,3,1,343
op62no3_v3,18,1,3,1,384
op62no3_v3,18,2,3,1,412
op62no3_v3,19,1,4,1,21
op62no3_v3,19,2,4,1,70
op62no3_v3,20,1,4,1,124
op62no3_v3,20,2,4,1,143
op62no3_v3,21,1,4,1,226
op62no3_v3,21,2,4,1,287
op62no3_v3,22,1,4,1,357
op62no3_v3,22,2,4,1,374
op62no3_v3,23,1,4,1,415
op62no3_v3,23,2,4,1,448
op62no3_v3,24,1,5,1,21
op62no3_v3,24,2,5,1,72
op62no3_v3,25,1,5,1,122
op62no3_v3,25,2,5,1,164
op62no3_v3,26,1,5,1,208
op62no3_v3,26,2,5,1,233
op62no3_v3,27,1,5,1,280
op62no3_v3,27,2,5,1,317
op62no3_v3,28,1,5,1,368
op62no3_v3,28,2,5,1,427
op62no3_v3,29,1,6,1,20
op62no3_v3,29,2,6,1,51
op62no3_v3,30,1,6,1,115
op62no3_v3,30,2,6,1,159
op62no3_v3,31,1,6,1,210
op62no3_v3,31,2,6,1,240
op62no3_v3,32,1,6,1,307
op62no3_v3,32,2,6,1,349
op62no3_v3,33,1,6,1,404
op62no3_v3,33,2,6,1,430
op62no3_v3,34,1,7,1,20
op62no3_v3,34,2,7,1,45
op62no3_v3,35,1,7,1,118
op62no3_v3,35,2,7,1,167
op62no3_v3,36,1,7,1,229
op62no3_v3,36,2,7,1,251
op62no3_v3,37,1,7,1,322
op62no3_v3,37,2,7,1,371
op62no3_v3,38,1,7,1,432
op62no3_v3,38,2,7,1,452
