score,measure,beat,strip,page,hpixel
bwv871_v1,1,1,1,0,100
bwv871_v1,1,2,1,0,132
bwv871_v1,1,3,1,0,164
bwv871_v1,1,4,1,0,196
bwv871_v1,2,1,1,0,239
bwv871_v1,2,2,1,0,271
bwv871_v1,2,3,1,0,303
bwv871_v1,2,4,1,0,336
bwv871_v1,3,1,1,0,381
bwv871_v1,3,2,1,0,410
bwv871_v1,3,3,1,0,431
bwv871_v1,3,4,1,0,464
bwv871_v1,4,1,2,0,34
bwv871_v1,4,2,2,0,67
bwv871_v1,4,3,2,0,96
bwv871_v1,4,4,2,0,124
bwv871_v1,5,1,2,0,163
bwv871_v1,5,2,2,0,200
bwv871_v1,5,3,2,0,241
bwv871_v1,5,4,2,0,283
bwv871_v1,6,1,2,0,338
bwv871_v1,6,2,2,0,378
bwv871_v1,6,3,2,0,419
bwv871_v1,6,4,2,0,458
bwv871_v1,7,1,3,0,30
bwv871_v1,7,2,3,0,70
bwv871_v1,7,3,3,0,107
bwv871_v1,7,4,3,0,142
bwv871_v1,8,1,3,0,189
bwv871_v1,8,2,3,0,232
bwv871_v1,8,3,3,0,273
bwv871_v1,8,4,3,0,307
bwv871_v1,9,1,3,0,349
bwv871_v1,9,2,3,0,383
bwv871_v1,9,3,3,0,420
bwv871_v1,9,4,3,0,457
bwv871_v1,10,1,4,0,30
bwv871_v1,10,2,4,0,64
bwv871_v1,10,3,4,0,98
bwv871_v1,10,4,4,0,135
bwv871_v1,11,1,4,0,180
bwv871_v1,11,2,4,0,213
bwv871_v1,11,3,4,0,248
bwv871_v1,11,4,4,0,281
bwv871_v1,12,1,4,0,340
bwv871_v1,12,2,4,0,378
bwv871_v1,12,3,4,0,417
bwv871_v1,12,4,4,0,462
bwv871_v1,13,1,5,0,36
bwv871_v1,13,2,5,0,76
bwv871_v1,13,3,5,0,126
bwv871_v1,13,4,5,0,161
bwv871_v1,14,1,5,0,205
bwv871_v1,14,2,5,0,234
bwv871_v1,14,3,5,0,263
bwv871_v1,14,4,5,0,293
bwv871_v1,15,1,5,0,332
bwv871_v1,15,2,5,0,373
bwv871_v1,15,3,5,0,412
bwv871_v1,15,4,5,0,453
bwv871_v1,1,1,1,1,30
bwv871_v1,1,2,1,1,70
bwv871_v1,1,3,1,1,102
bwv871_v1,1,4,1,1,136
bwv871_v1,2,1,1,1,178
bwv871_v1,2,2,1,1,216
bwv871_v1,2,3,1,1,252
bwv871_v1,2,4,1,1,291
bwv871_v1,3,1,1,1,344
bwv871_v1,3,2,1,1,389
bwv871_v1,3,3,1,1,423
bwv871_v1,3,4,1,1,458
bwv871_v1,4,1,2,1,30
bwv871_v1,4,2,2,1,67
bwv871_v1,4,3,2,1,103
bwv871_v1,4,4,2,1,143
bwv871_v1,5,1,2,1,184
bwv871_v1,5,2,2,1,217
bwv871_v1,5,3,2,1,253
bwv871_v1,5,4,2,1,293
bwv871_v1,6,1,2,1,340
bwv871_v1,6,2,2,1,376
bwv871_v1,6,3,2,1,417
bwv871_v1,6,4,2,1,453
bwv871_v1,7,1,3,1,30
bwv871_v1,7,2,3,1,70
bwv871_v1,7,3,3,1,111
bwv871_v1,7,4,3,1,151
bwv871_v1,8,1,3,1,209
bwv871_v1,8,2,3,1,244
bwv871_v1,8,3,3,1,293
bwv871_v1,8,4,3,1,322
bwv871_v1,9,1,3,1,360
bwv871_v1,9,2,3,1,390
bwv871_v1,9,3,3,1,426
bwv871_v1,9,4,3,1,462
bwv871_v1,10,1,4,1,30
bwv871_v1,10,2,4,1,55
bwv871_v1,10,3,4,1,77
bwv871_v1,10,4,4,1,102
bwv871_v1,11,1,4,1,135
bwv871_v1,11,2,4,1,182
bwv871_v1,11,3,4,1,219
bwv871_v1,11,4,4,1,260
bwv871_v1,12,1,4,1,317
