score,measure,beat,strip,page,hpixel
op90no1_v1,1,1,1,0,68
op90no1_v1,1,2,1,0,
op90no1_v1,1,3,1,0,
op90no1_v1,1,4,1,0,85
op90no1_v1,2,1,1,0,
op90no1_v1,2,2,1,0,
op90no1_v1,2,3,1,0,
op90no1_v1,2,4,1,0,
op90no1_v1,3,1,1,0,
op90no1_v1,3,2,1,0,
op90no1_v1,3,3,1,0,
op90no1_v1,3,4,1,0,
op90no1_v1,4,1,1,0,
op90no1_v1,4,2,1,0,
op90no1_v1,4,3,1,0,
op90no1_v1,4,4,1,0,
op90no1_v1,5,1,1,0,
op90no1_v1,5,2,1,0,
op90no1_v1,5,3,1,0,
op90no1_v1,5,4,1,0,
op90no1_v1,6,1,1,0,347
op90no1_v1,6,2,1,0,361
op90no1_v1,6,3,1,0,375
op90no1_v1,6,4,1,0,389
op90no1_v1,7,1,1,0,
op90no1_v1,7,2,1,0,
op90no1_v1,7,3,1,0,
op90no1_v1,7,4,1,0,
op90no1_v1,8,1,2,0,
op90no1_v1,8,2,2,0,
op90no1_v1,8,3,2,0,
op90no1_v1,8,4,2,0,
op90no1_v1,9,1,2,0,
op90no1_v1,9,2,2,0,
op90no1_v1,9,3,2,0,
op90no1_v1,9,4,2,0,
op90no1_v1,10,1,2,0,
op90no1_v1,10,2,2,0,
op90no1_v1,10,3,2,0,
op90no1_v1,10,4,2,0,
op90no1_v1,11,1,2,0,225
op90no1_v1,11,2,2,0,
op90no1_v1,11,3,2,0,250
op90no1_v1,11,4,2,0,263
op90no1_v1,12,1,2,0,
op90no1_v1,12,2,2,0,
op90no1_v1,12,3,2,0,
op90no1_v1,12,4,2,0,
op90no1_v1,13,1,2,0,
op90no1_v1,13,2,2,0,
op90no1_v1,13,3,2,0,
op90no1_v1,13,4,2,0,
op90no1_v1,14,1,2,0,
op90no1_v1,14,2,2,0,
op90no1_v1,14,3,2,0,
op90no1_v1,14,4,2,0,
op90no1_v1,15,1,3,0,
op90no1_v1,15,2,3,0,
op90no1_v1,15,3,3,0,
op90no1_v1,15,4,3,0,
op90no1_v1,16,1,3,0,102
op90no1_v1,16,2,3,0,114
op90no1_v1,16,3,3,0,137
op90no1_v1,16,4,3,0,151
op90no1_v1,17,1,3,0,
op90no1_v1,17,2,3,0,
op90no1_v1,17,3,3,0,
op90no1_v1,17,4,3,0,
op90no1_v1,18,1,3,0,
op90no1_v1,18,2,3,0,
op90no1_v1,18,3,3,0,
op90no1_v1,18,4,3,0,
op90no1_v1,19,1,3,0,
op90no1_v1,19,2,3,0,
op90no1_v1,19,3,3,0,
op90no1_v1,19,4,3,0,
op90no1_v1,20,1,3,0,
op90no1_v1,20,2,3,0,
op90no1_v1,20,3,3,0,
op90no1_v1,20,4,3,0,
op90no1_v1,21,1,3,0,453
op90no1_v1,21,2,3,0,
op90no1_v1,21,3,3,0,
op90no1_v1,21,4,3,0,469
op90no1_v1,22,1,4,0,
op90no1_v1,22,2,4,0,
op90no1_v1,22,3,4,0,
op90no1_v1,22,4,4,0,
op90no1_v1,23,1,4,0,
op90no1_v1,23,2,4,0,
op90no1_v1,23,3,4,0,
op90no1_v1,23,4,4,0,
op90no1_v1,24,1,4,0,
op90no1_v1,24,2,4,0,
op90no1_v1,24,3,4,0,
op90no1_v1,24,4,4,0,
op90no1_v1,25,1,4,0,
op90no1_v1,25,2,4,0,
op90no1_v1,25,3,4,0,
op90no1_v1,25,4,4,0,
op90no1_v1,26,1,4,0,291
op90no1_v1,26,2,4,0,305
op90no1_v1,26,3,4,0,319
op90no1_v1,26,4,4,0,332
op90no1_v1,27,1,4,0,
op90no1_v1,27,2,4,0,
op90no1_v1,27,3,4,0,
op90no1_v1,27,4,4,0,
op90no1_v1,28,1,4,0,
op90no1_v1,28,2,4,0,
op90no1_v1,28,3,4,0,
op90no1_v1,28,4,4,0,
