score,measure,beat,strip,page,hpixel
op68no3_v1,1,1,1,0,84
op68no3_v1,1,2,1,0,118
op68no3_v1,1,3,1,0,140
op68no3_v1,2,1,1,0,174
op68no3_v1,2,2,1,0,213
op68no3_v1,2,3,1,0,
op68no3_v1,3,1,1,0,251
op68no3_v1,3,2,1,0,285
op68no3_v1,3,3,1,0,310
op68no3_v1,4,1,1,0,345
op68no3_v1,4,2,1,0,387
op68no3_v1,4,3,1,0,
op68no3_v1,5,1,1,0,428
op68no3_v1,5,2,1,0,466
op68no3_v1,5,3,1,0,492
op68no3_v1,6,1,2,0,28
op68no3_v1,6,2,2,0,69
op68no3_v1,6,3,2,0,96
op68no3_v1,7,1,2,0,135
op68no3_v1,7,2,2,0,175
op68no3_v1,7,3,2,0,206
op68no3_v1,8,1,2,0,262
op68no3_v1,8,2,2,0,303
op68no3_v1,8,3,2,0,
op68no3_v1,9,1,2,0,344
op68no3_v1,9,2,2,0,384
op68no3_v1,9,3,2,0,410
op68no3_v1,10,1,2,0,447
op68no3_v1,10,2,2,0,490
op68no3_v1,10,3,2,0,
op68no3_v1,11,1,3,0,28
op68no3_v1,11,2,3,0,62
op68no3_v1,11,3,3,0,84
op68no3_v1,12,1,3,0,118
op68no3_v1,12,2,3,0,158
op68no3_v1,12,3,3,0,
op68no3_v1,13,1,3,0,195
op68no3_v1,13,2,3,0,229
op68no3_v1,13,3,3,0,253
op68no3_v1,14,1,3,0,285
op68no3_v1,14,2,3,0,319
op68no3_v1,14,3,3,0,341
op68no3_v1,15,1,3,0,374
op68no3_v1,15,2,3,0,406
op68no3_v1,15,3,3,0,429
op68no3_v1,16,1,3,0,461
op68no3_v1,16,2,3,0,494
op68no3_v1,16,3,3,0,
op68no3_v1,17,1,4,0,28
op68no3_v1,17,2,4,0,64
op68no3_v1,17,3,4,0,94
op68no3_v1,18,1,4,0,145
op68no3_v1,18,2,4,0,185
op68no3_v1,18,3,4,0,211
op68no3_v1,19,1,4,0,247
op68no3_v1,19,2,4,0,284
op68no3_v1,19,3,4,0,312
op68no3_v1,20,1,4,0,351
op68no3_v1,20,2,4,0,393
op68no3_v1,20,3,4,0,
