score,measure,beat,strip,page,hpixel
season08_v1,0,3,1,0,87
season08_v1,1,1,1,0,126
season08_v1,1,2,1,0,157
season08_v1,1,3,1,0,186
season08_v1,2,1,1,0,
season08_v1,2,2,1,0,
season08_v1,2,3,1,0,
season08_v1,3,1,1,0,
season08_v1,3,2,1,0,
season08_v1,3,3,1,0,
season08_v1,4,1,1,0,
season08_v1,4,2,1,0,
season08_v1,4,3,1,0,
season08_v1,5,1,2,0,34
season08_v1,5,2,2,0,64
season08_v1,5,3,2,0,92
season08_v1,6,1,2,0,
season08_v1,6,2,2,0,
season08_v1,6,3,2,0,
season08_v1,7,1,2,0,
season08_v1,7,2,2,0,
season08_v1,7,3,2,0,
season08_v1,8,1,2,0,
season08_v1,8,2,2,0,
season08_v1,8,3,2,0,
season08_v1,9,1,2,0,417
season08_v1,9,2,2,0,445
season08_v1,9,3,2,0,476
season08_v1,10,1,3,0,
season08_v1,10,2,3,0,
season08_v1,10,3,3,0,
season08_v1,11,1,3,0,
season08_v1,11,2,3,0,
season08_v1,11,3,3,0,
season08_v1,12,1,3,0,
season08_v1,12,2,3,0,
season08_v1,12,3,3,0,
season08_v1,13,1,3,0,319
season08_v1,13,2,3,0,348
season08_v1,13,3,3,0,378
season08_v1,14,1,3,0,
season08_v1,14,2,3,0,
season08_v1,14,3,3,0,
season08_v1,15,1,4,0,
season08_v1,15,2,4,0,
season08_v1,15,3,4,0,
season08_v1,16,1,4,0,
season08_v1,16,2,4,0,
season08_v1,16,3,4,0,
season08_v1,17,1,4,0,236
season08_v1,17,2,4,0,263
season08_v1,17,3,4,0,289
season08_v1,18,1,4,0,
season08_v1,18,2,4,0,
season08_v1,18,3,4,0,
season08_v1,19,1,4,0,
season08_v1,19,2,4,0,
season08_v1,19,3,4,0,
season08_v1,1,1,1,1,
season08_v1,1,2,1,1,
season08_v1,1,3,1,1,
season08_v1,2,1,1,1,131
season08_v1,2,2,1,1,156
season08_v1,2,3,1,1,182
season08_v1,3,1,1,1,
season08_v1,3,2,1,1,
season08_v1,3,3,1,1,
season08_v1,4,1,1,1,
season08_v1,4,2,1,1,
season08_v1,4,3,1,1,
season08_v1,5,1,1,1,
season08_v1,5,2,1,1,
season08_v1,5,3,1,1,
season08_v1,6,1,2,1,34
season08_v1,6,2,2,1,63
season08_v1,6,3,2,1,90
season08_v1,7,1,2,1,
season08_v1,7,2,2,1,
season08_v1,7,3,2,1,
