score,measure,beat,strip,page,hpixel
op36no1mv3_v1,1,1,1,0,79
op36no1mv3_v1,1,2,1,0,108
op36no1mv3_v1,1,3,1,0,124
op36no1mv3_v1,2,1,1,0,
op36no1mv3_v1,2,2,1,0,
op36no1mv3_v1,2,3,1,0,
op36no1mv3_v1,3,1,1,0,202
op36no1mv3_v1,3,2,1,0,216
op36no1mv3_v1,3,3,1,0,227
op36no1mv3_v1,4,1,1,0,
op36no1mv3_v1,4,2,1,0,
op36no1mv3_v1,4,3,1,0,
op36no1mv3_v1,5,1,1,0,296
op36no1mv3_v1,5,2,1,0,321
op36no1mv3_v1,5,3,1,0,332
op36no1mv3_v1,6,1,1,0,
op36no1mv3_v1,6,2,1,0,
op36no1mv3_v1,6,3,1,0,
op36no1mv3_v1,7,1,1,0,401
op36no1mv3_v1,7,2,1,0,420
op36no1mv3_v1,7,3,1,0,440
op36no1mv3_v1,8,1,1,0,
op36no1mv3_v1,8,2,1,0,
op36no1mv3_v1,8,3,1,0,
op36no1mv3_v1,9,1,1,0,515
op36no1mv3_v1,9,2,1,0,537
op36no1mv3_v1,9,3,1,0,547
op36no1mv3_v1,1,1,1,1,
op36no1mv3_v1,1,2,1,1,
op36no1mv3_v1,1,3,1,1,
op36no1mv3_v1,2,1,1,1,74
op36no1mv3_v1,2,2,1,1,90
op36no1mv3_v1,2,3,1,1,105
op36no1mv3_v1,3,1,1,1,
op36no1mv3_v1,3,2,1,1,
op36no1mv3_v1,3,3,1,1,
op36no1mv3_v1,4,1,1,1,181
op36no1mv3_v1,4,2,1,1,202
op36no1mv3_v1,4,3,1,1,215
op36no1mv3_v1,5,1,1,1,
op36no1mv3_v1,5,2,1,1,
op36no1mv3_v1,5,3,1,1,
op36no1mv3_v1,6,1,1,1,292
op36no1mv3_v1,6,2,1,1,312
op36no1mv3_v1,6,3,1,1,331
op36no1mv3_v1,7,1,1,1,
op36no1mv3_v1,7,2,1,1,
op36no1mv3_v1,7,3,1,1,
op36no1mv3_v1,8,1,1,1,417
op36no1mv3_v1,8,2,1,1,436
op36no1mv3_v1,8,3,1,1,448
op36no1mv3_v1,9,1,1,1,
op36no1mv3_v1,9,2,1,1,
op36no1mv3_v1,9,3,1,1,
op36no1mv3_v1,10,1,2,1,11
op36no1mv3_v1,10,2,2,1,31
op36no1mv3_v1,10,3,2,1,54
op36no1mv3_v1,11,1,2,1,
op36no1mv3_v1,11,2,2,1,
op36no1mv3_v1,11,3,2,1,
op36no1mv3_v1,12,1,2,1,139
op36no1mv3_v1,12,2,2,1,161
op36no1mv3_v1,12,3,2,1,173
op36no1mv3_v1,13,1,2,1,
op36no1mv3_v1,13,2,2,1,
op36no1mv3_v1,13,3,2,1,
op36no1mv3_v1,14,1,2,1,260
op36no1mv3_v1,14,2,2,1,280
op36no1mv3_v1,14,3,2,1,300
op36no1mv3_v1,15,1,2,1,
op36no1mv3_v1,15,2,2,1,
op36no1mv3_v1,15,3,2,1,
op36no1mv3_v1,16,1,2,1,390
op36no1mv3_v1,16,2,2,1,410
op36no1mv3_v1,16,3,2,1,430
op36no1mv3_v1,17,1,2,1,
op36no1mv3_v1,17,2,2,1,
op36no1mv3_v1,17,3,2,1,
op36no1mv3_v1,18,1,3,1,16
op36no1mv3_v1,18,2,3,1,39
op36no1mv3_v1,18,3,3,1,59
op36no1mv3_v1,19,1,3,1,
op36no1mv3_v1,19,2,3,1,
op36no1mv3_v1,19,3,3,1,
op36no1mv3_v1,20,1,3,1,154
op36no1mv3_v1,20,2,3,1,175
op36no1mv3_v1,20,3,3,1,200
op36no1mv3_v1,21,1,3,1,
op36no1mv3_v1,21,2,3,1,
op36no1mv3_v1,21,3,3,1,
op36no1mv3_v1,22,1,3,1,304
op36no1mv3_v1,22,2,3,1,320
op36no1mv3_v1,22,3,3,1,333
op36no1mv3_v1,23,1,3,1,
op36no1mv3_v1,23,2,3,1,
op36no1mv3_v1,23,3,3,1,
op36no1mv3_v1,24,1,3,1,420
op36no1mv3_v1,24,2,3,1,435
op36no1mv3_v1,24,3,3,1,449
op36no1mv3_v1,25,1,3,1,
op36no1mv3_v1,25,2,3,1,
op36no1mv3_v1,25,3,3,1,
op36no1mv3_v1,26,1,4,1,11
op36no1mv3_v1,26,2,4,1,36
op36no1mv3_v1,26,3,4,1,49
op36no1mv3_v1,27,1,4,1,
op36no1mv3_v1,27,2,4,1,
op36no1mv3_v1,27,3,4,1,
op36no1mv3_v1,28,1,4,1,130
op36no1mv3_v1,28,2,4,1,144
op36no1mv3_v1,28,3,4,1,158
op36no1mv3_v1,29,1,4,1,
op36no1mv3_v1,29,2,4,1,
op36no1mv3_v1,29,3,4,1,
op36no1mv3_v1,30,1,4,1,234
op36no1mv3_v1,30,2,4,1,257
op36no1mv3_v1,30,3,4,1,270
op36no1mv3_v1,31,1,4,1,
op36no1mv3_v1,31,2,4,1,
op36no1mv3_v1,31,3,4,1,
op36no1mv3_v1,32,1,4,1,3439
op36no1mv3_v1,32,2,4,1,369
op36no1mv3_v1,32,3,4,1,391
op36no1mv3_v1,33,1,4,1,
op36no1mv3_v1,33,2,4,1,
op36no1mv3_v1,33,3,4,1,
op36no1mv3_v1,34,1,4,1,476
op36no1mv3_v1,34,2,4,1,498
op36no1mv3_v1,34,3,4,1,511
op36no1mv3_v1,35,1,5,1,
op36no1mv3_v1,35,2,5,1,
op36no1mv3_v1,35,3,5,1,
op36no1mv3_v1,36,1,5,1,75
op36no1mv3_v1,36,2,5,1,93
op36no1mv3_v1,36,3,5,1,112
op36no1mv3_v1,37,1,5,1,
op36no1mv3_v1,37,2,5,1,
op36no1mv3_v1,37,3,5,1,
op36no1mv3_v1,38,1,5,1,199
op36no1mv3_v1,38,2,5,1,223
op36no1mv3_v1,38,3,5,1,239
op36no1mv3_v1,39,1,5,1,
op36no1mv3_v1,39,2,5,1,
op36no1mv3_v1,39,3,5,1,
op36no1mv3_v1,40,1,5,1,319
op36no1mv3_v1,40,2,5,1,338
op36no1mv3_v1,40,3,5,1,359
op36no1mv3_v1,41,1,5,1,
op36no1mv3_v1,41,2,5,1,
op36no1mv3_v1,41,3,5,1,
op36no1mv3_v1,42,1,5,1,435
op36no1mv3_v1,42,2,5,1,456
op36no1mv3_v1,42,3,5,1,466
op36no1mv3_v1,43,1,5,1,
op36no1mv3_v1,43,2,5,1,
op36no1mv3_v1,43,3,5,1,
op36no1mv3_v1,44,1,6,1,11
op36no1mv3_v1,44,2,6,1,32
op36no1mv3_v1,44,3,6,1,51
op36no1mv3_v1,45,1,6,1,
op36no1mv3_v1,45,2,6,1,
op36no1mv3_v1,45,3,6,1,
op36no1mv3_v1,46,1,6,1,139
op36no1mv3_v1,46,2,6,1,161
op36no1mv3_v1,46,3,6,1,182
op36no1mv3_v1,47,1,6,1,
op36no1mv3_v1,47,2,6,1,
op36no1mv3_v1,47,3,6,1,
op36no1mv3_v1,48,1,6,1,281
op36no1mv3_v1,48,2,6,1,301
op36no1mv3_v1,48,3,6,1,321
op36no1mv3_v1,49,1,6,1,
op36no1mv3_v1,49,2,6,1,
op36no1mv3_v1,49,3,6,1,
op36no1mv3_v1,50,1,6,1,413
op36no1mv3_v1,50,2,6,1,440
op36no1mv3_v1,50,3,6,1,453
op36no1mv3_v1,51,1,6,1,
op36no1mv3_v1,51,2,6,1,
op36no1mv3_v1,51,3,6,1,
op36no1mv3_v1,52,1,7,1,12
op36no1mv3_v1,52,2,7,1,33
op36no1mv3_v1,52,3,7,1,52
op36no1mv3_v1,53,1,7,1,
op36no1mv3_v1,53,2,7,1,
op36no1mv3_v1,53,3,7,1,
op36no1mv3_v1,54,1,7,1,137
op36no1mv3_v1,54,2,7,1,158
op36no1mv3_v1,54,3,7,1,179
op36no1mv3_v1,55,1,7,1,
op36no1mv3_v1,55,2,7,1,
op36no1mv3_v1,55,3,7,1,
op36no1mv3_v1,56,1,7,1,265
op36no1mv3_v1,56,2,7,1,283
op36no1mv3_v1,56,3,7,1,299
op36no1mv3_v1,57,1,7,1,
op36no1mv3_v1,57,2,7,1,
op36no1mv3_v1,57,3,7,1,
op36no1mv3_v1,58,1,7,1,369
op36no1mv3_v1,58,2,7,1,385
op36no1mv3_v1,58,3,7,1,396
op36no1mv3_v1,59,1,7,1,
op36no1mv3_v1,59,2,7,1,
op36no1mv3_v1,59,3,7,1,
op36no1mv3_v1,60,1,7,1,457
op36no1mv3_v1,60,2,7,1,471
op36no1mv3_v1,60,3,7,1,481
op36no1mv3_v1,61,1,7,1,502
op36no1mv3_v2,1,1,1,0,43
op36no1mv3_v2,1,2,1,0,64
op36no1mv3_v2,1,3,1,0,78
op36no1mv3_v2,2,1,1,0,
op36no1mv3_v2,2,2,1,0,
op36no1mv3_v2,2,3,1,0,
op36no1mv3_v2,3,1,1,0,160
op36no1mv3_v2,3,2,1,0,176
op36no1mv3_v2,3,3,1,0,191
op36no1mv3_v2,4,1,1,0,
op36no1mv3_v2,4,2,1,0,
op36no1mv3_v2,4,3,1,0,
op36no1mv3_v2,5,1,1,0,268
op36no1mv3_v2,5,2,1,0,288
op36no1mv3_v2,5,3,1,0,303
op36no1mv3_v2,6,1,1,0,
op36no1mv3_v2,6,2,1,0,
op36no1mv3_v2,6,3,1,0,
op36no1mv3_v2,7,1,1,0,386
op36no1mv3_v2,7,2,1,0,410
op36no1mv3_v2,7,3,1,0,433
op36no1mv3_v2,8,1,1,0,
op36no1mv3_v2,8,2,1,0,
op36no1mv3_v2,8,3,1,0,
op36no1mv3_v2,1,1,1,1,15
op36no1mv3_v2,1,2,1,1,34
op36no1mv3_v2,1,3,1,1,50
op36no1mv3_v2,2,1,1,1,
op36no1mv3_v2,2,2,1,1,
op36no1mv3_v2,2,3,1,1,
op36no1mv3_v2,3,1,1,1,129
op36no1mv3_v2,3,2,1,1,143
op36no1mv3_v2,3,3,1,1,157
op36no1mv3_v2,4,1,1,1,
op36no1mv3_v2,4,2,1,1,
op36no1mv3_v2,4,3,1,1,
op36no1mv3_v2,5,1,1,1,231
op36no1mv3_v2,5,2,1,1,250
op36no1mv3_v2,5,3,1,1,264
op36no1mv3_v2,6,1,1,1,
op36no1mv3_v2,6,2,1,1,
op36no1mv3_v2,6,3,1,1,
op36no1mv3_v2,7,1,1,1,342
op36no1mv3_v2,7,2,1,1,362
op36no1mv3_v2,7,3,1,1,384
op36no1mv3_v2,8,1,1,1,
op36no1mv3_v2,8,2,1,1,
op36no1mv3_v2,8,3,1,1,
op36no1mv3_v2,9,1,1,1,465
op36no1mv3_v2,9,2,1,1,484
op36no1mv3_v2,9,3,1,1,497
op36no1mv3_v2,10,1,2,1,
op36no1mv3_v2,10,2,2,1,
op36no1mv3_v2,10,3,2,1,
op36no1mv3_v2,11,1,2,1,75
op36no1mv3_v2,11,2,2,1,95
op36no1mv3_v2,11,3,2,1,116
op36no1mv3_v2,12,1,2,1,
op36no1mv3_v2,12,2,2,1,
op36no1mv3_v2,12,3,2,1,
op36no1mv3_v2,13,1,2,1,199
op36no1mv3_v2,13,2,2,1,219
op36no1mv3_v2,13,3,2,1,233
op36no1mv3_v2,14,1,2,1,
op36no1mv3_v2,14,2,2,1,
op36no1mv3_v2,14,3,2,1,
op36no1mv3_v2,15,1,2,1,315
op36no1mv3_v2,15,2,2,1,337
op36no1mv3_v2,15,3,2,1,359
op36no1mv3_v2,16,1,2,1,
op36no1mv3_v2,16,2,2,1,
op36no1mv3_v2,16,3,2,1,
op36no1mv3_v2,17,1,2,1,450
op36no1mv3_v2,17,2,2,1,471
op36no1mv3_v2,17,3,2,1,491
op36no1mv3_v2,18,1,3,1,
op36no1mv3_v2,18,2,3,1,
op36no1mv3_v2,18,3,3,1,
op36no1mv3_v2,19,1,3,1,91
op36no1mv3_v2,19,2,3,1,111
op36no1mv3_v2,19,3,3,1,132
op36no1mv3_v2,20,1,3,1,
op36no1mv3_v2,20,2,3,1,
op36no1mv3_v2,20,3,3,1,
op36no1mv3_v2,21,1,3,1,222
op36no1mv3_v2,21,2,3,1,244
op36no1mv3_v2,21,3,3,1,266
op36no1mv3_v2,22,1,3,1,
op36no1mv3_v2,22,2,3,1,
op36no1mv3_v2,22,3,3,1,
op36no1mv3_v2,23,1,3,1,356
op36no1mv3_v2,23,2,3,1,371
op36no1mv3_v2,23,3,3,1,385
op36no1mv3_v2,24,1,3,1,
op36no1mv3_v2,24,2,3,1,
op36no1mv3_v2,24,3,3,1,
op36no1mv3_v2,25,1,3,1,469
op36no1mv3_v2,25,2,3,1,483
op36no1mv3_v2,25,3,3,1,498
op36no1mv3_v2,26,1,4,1,
op36no1mv3_v2,26,2,4,1,
op36no1mv3_v2,26,3,4,1,
op36no1mv3_v2,27,1,4,1,85
op36no1mv3_v2,27,2,4,1,104
op36no1mv3_v2,27,3,4,1,118
