score,measure,beat,strip,page,hpixel
op36no2mv3_v1,1,1,1,0,74
op36no2mv3_v1,1,2,1,0,90
op36no2mv3_v1,1,3,1,0,104
op36no2mv3_v1,2,1,1,0,
op36no2mv3_v1,2,2,1,0,
op36no2mv3_v1,2,3,1,0,
op36no2mv3_v1,3,1,1,0,185
op36no2mv3_v1,3,2,1,0,204
op36no2mv3_v1,3,3,1,0,223
op36no2mv3_v1,4,1,1,0,
op36no2mv3_v1,4,2,1,0,
op36no2mv3_v1,4,3,1,0,
op36no2mv3_v1,5,1,1,0,304
op36no2mv3_v1,5,2,1,0,319
op36no2mv3_v1,5,3,1,0,334
op36no2mv3_v1,6,1,1,0,
op36no2mv3_v1,6,2,1,0,
op36no2mv3_v1,6,3,1,0,
op36no2mv3_v1,7,1,1,0,429
op36no2mv3_v1,7,2,1,0,447
op36no2mv3_v1,7,3,1,0,469
op36no2mv3_v1,8,1,1,0,
op36no2mv3_v1,8,2,1,0,
op36no2mv3_v1,8,3,1,0,
op36no2mv3_v1,9,1,2,0,41
op36no2mv3_v1,9,2,2,0,67
op36no2mv3_v1,9,3,2,0,95
op36no2mv3_v1,10,1,2,0,
op36no2mv3_v1,10,2,2,0,
op36no2mv3_v1,10,3,2,0,
op36no2mv3_v1,11,1,2,0,190
op36no2mv3_v1,11,2,2,0,211
op36no2mv3_v1,11,3,2,0,236
op36no2mv3_v1,12,1,2,0,
op36no2mv3_v1,12,2,2,0,
op36no2mv3_v1,12,3,2,0,
op36no2mv3_v1,13,1,2,0,333
op36no2mv3_v1,13,2,2,0,356
op36no2mv3_v1,13,3,2,0,376
op36no2mv3_v1,14,1,2,0,
op36no2mv3_v1,14,2,2,0,
op36no2mv3_v1,14,3,2,0,
op36no2mv3_v1,15,1,2,0,483
op36no2mv3_v1,15,2,2,0,505
op36no2mv3_v1,15,3,2,0,525
op36no2mv3_v1,16,1,3,0,
op36no2mv3_v1,16,2,3,0,
op36no2mv3_v1,16,3,3,0,
op36no2mv3_v1,17,1,3,0,128
op36no2mv3_v1,17,2,3,0,145
op36no2mv3_v1,17,3,3,0,160
op36no2mv3_v1,18,1,3,0,
op36no2mv3_v1,18,2,3,0,
op36no2mv3_v1,18,3,3,0,
op36no2mv3_v1,19,1,3,0,238
op36no2mv3_v1,19,2,3,0,255
op36no2mv3_v1,19,3,3,0,276
op36no2mv3_v1,20,1,3,0,
op36no2mv3_v1,20,2,3,0,
op36no2mv3_v1,20,3,3,0,
op36no2mv3_v1,21,1,3,0,361
op36no2mv3_v1,21,2,3,0,378
op36no2mv3_v1,21,3,3,0,393
op36no2mv3_v1,22,1,3,0,
op36no2mv3_v1,22,2,3,0,
op36no2mv3_v1,22,3,3,0,
op36no2mv3_v1,23,1,3,0,489
op36no2mv3_v1,23,2,3,0,509
op36no2mv3_v1,23,3,3,0,528
op36no2mv3_v1,24,1,4,0,
op36no2mv3_v1,24,2,4,0,
op36no2mv3_v1,24,3,4,0,
op36no2mv3_v1,25,1,4,0,105
op36no2mv3_v1,25,2,4,0,135
op36no2mv3_v1,25,3,4,0,171
op36no2mv3_v1,26,1,4,0,
op36no2mv3_v1,26,2,4,0,
op36no2mv3_v1,26,3,4,0,
op36no2mv3_v1,27,1,4,0,288
op36no2mv3_v1,27,2,4,0,318
op36no2mv3_v1,27,3,4,0,350
op36no2mv3_v1,28,1,4,0,
op36no2mv3_v1,28,2,4,0,
op36no2mv3_v1,28,3,4,0,
op36no2mv3_v1,29,1,4,0,468
op36no2mv3_v1,29,2,4,0,497
op36no2mv3_v1,29,3,4,0,523
op36no2mv3_v1,30,1,5,0,
op36no2mv3_v1,30,2,5,0,
op36no2mv3_v1,30,3,5,0,
op36no2mv3_v1,31,1,5,0,101
op36no2mv3_v1,31,2,5,0,116
op36no2mv3_v1,31,3,5,0,130
op36no2mv3_v1,32,1,5,0,
op36no2mv3_v1,32,2,5,0,
op36no2mv3_v1,32,3,5,0,
op36no2mv3_v1,33,1,5,0,220
op36no2mv3_v1,33,2,5,0,234
op36no2mv3_v1,33,3,5,0,250
op36no2mv3_v1,34,1,5,0,
op36no2mv3_v1,34,2,5,0,
op36no2mv3_v1,34,3,5,0,
op36no2mv3_v1,35,1,5,0,340
op36no2mv3_v1,35,2,5,0,355
op36no2mv3_v1,35,3,5,0,369
op36no2mv3_v1,36,1,5,0,
op36no2mv3_v1,36,2,5,0,
op36no2mv3_v1,36,3,5,0,
op36no2mv3_v1,37,1,5,0,472
op36no2mv3_v1,37,2,5,0,496
op36no2mv3_v1,37,3,5,0,520
op36no2mv3_v1,38,1,6,0,
op36no2mv3_v1,38,2,6,0,
op36no2mv3_v1,38,3,6,0,
op36no2mv3_v1,39,1,6,0,120
op36no2mv3_v1,39,2,6,0,134
op36no2mv3_v1,39,3,6,0,151
op36no2mv3_v1,40,1,6,0,
op36no2mv3_v1,40,2,6,0,
op36no2mv3_v1,40,3,6,0,
op36no2mv3_v1,41,1,6,0,226
op36no2mv3_v1,41,2,6,0,239
op36no2mv3_v1,41,3,6,0,252
op36no2mv3_v1,42,1,6,0,
op36no2mv3_v1,42,2,6,0,
op36no2mv3_v1,42,3,6,0,
op36no2mv3_v1,43,1,6,0,336
op36no2mv3_v1,43,2,6,0,351
op36no2mv3_v1,43,3,6,0,366
op36no2mv3_v1,44,1,6,0,
op36no2mv3_v1,44,2,6,0,
op36no2mv3_v1,44,3,6,0,
op36no2mv3_v1,45,1,6,0,439
op36no2mv3_v1,45,2,6,0,455
op36no2mv3_v1,45,3,6,0,468
op36no2mv3_v1,46,1,6,0,
op36no2mv3_v1,46,2,6,0,
op36no2mv3_v1,46,3,6,0,
op36no2mv3_v1,47,1,7,0,40
op36no2mv3_v1,47,2,7,0,54
op36no2mv3_v1,47,3,7,0,68
op36no2mv3_v1,48,1,7,0,
op36no2mv3_v1,48,2,7,0,
op36no2mv3_v1,48,3,7,0,
op36no2mv3_v1,49,1,7,0,145
op36no2mv3_v1,49,2,7,0,171
op36no2mv3_v1,49,3,7,0,192
op36no2mv3_v1,50,1,7,0,
op36no2mv3_v1,50,2,7,0,
op36no2mv3_v1,50,3,7,0,
op36no2mv3_v1,51,1,7,0,283
op36no2mv3_v1,51,2,7,0,307
op36no2mv3_v1,51,3,7,0,324
op36no2mv3_v1,52,1,7,0,
op36no2mv3_v1,52,2,7,0,
op36no2mv3_v1,52,3,7,0,
op36no2mv3_v1,53,1,7,0,426
op36no2mv3_v1,53,2,7,0,445
op36no2mv3_v1,53,3,7,0,466
op36no2mv3_v1,54,1,7,0,
op36no2mv3_v1,54,2,7,0,
op36no2mv3_v1,54,3,7,0,
op36no2mv3_v1,1,1,1,1,20
op36no2mv3_v1,1,2,1,1,37
op36no2mv3_v1,1,3,1,1,54
op36no2mv3_v1,2,1,1,1,
op36no2mv3_v1,2,2,1,1,
op36no2mv3_v1,2,3,1,1,
op36no2mv3_v1,3,1,1,1,139
op36no2mv3_v1,3,2,1,1,154
op36no2mv3_v1,3,3,1,1,167
op36no2mv3_v1,4,1,1,1,
op36no2mv3_v1,4,2,1,1,
op36no2mv3_v1,4,3,1,1,
op36no2mv3_v1,5,1,1,1,261
op36no2mv3_v1,5,2,1,1,275
op36no2mv3_v1,5,3,1,1,291
op36no2mv3_v1,6,1,1,1,
op36no2mv3_v1,6,2,1,1,
op36no2mv3_v1,6,3,1,1,
op36no2mv3_v1,7,1,1,1,367
op36no2mv3_v1,7,2,1,1,396
op36no2mv3_v1,7,3,1,1,417
op36no2mv3_v1,8,1,1,1,
op36no2mv3_v1,8,2,1,1,
op36no2mv3_v1,8,3,1,1,
op36no2mv3_v1,9,1,2,1,20
op36no2mv3_v1,9,2,2,1,36
op36no2mv3_v1,9,3,2,1,49
op36no2mv3_v1,10,1,2,1,
op36no2mv3_v1,10,2,2,1,
op36no2mv3_v1,10,3,2,1,
op36no2mv3_v1,11,1,2,1,118
op36no2mv3_v1,11,2,2,1,138
op36no2mv3_v1,11,3,2,1,163
op36no2mv3_v1,12,1,2,1,
op36no2mv3_v1,12,2,2,1,
op36no2mv3_v1,12,3,2,1,
op36no2mv3_v1,13,1,2,1,254
op36no2mv3_v1,13,2,2,1,274
op36no2mv3_v1,13,3,2,1,302
op36no2mv3_v1,14,1,2,1,
op36no2mv3_v1,14,2,2,1,
op36no2mv3_v1,14,3,2,1,
op36no2mv3_v1,15,1,2,1,403
op36no2mv3_v1,15,2,2,1,423
op36no2mv3_v1,15,3,2,1,441
op36no2mv3_v1,16,1,2,1,
