score,measure,beat,strip,page,hpixel
op62no5_v1,1,1,1,0,95
op62no5_v1,1,2,1,0,113
op62no5_v1,1,3,1,0,131
op62no5_v1,2,1,1,0,161
op62no5_v1,2,2,1,0,179
op62no5_v1,2,3,1,0,198
op62no5_v1,3,1,1,0,226
op62no5_v1,3,2,1,0,244
op62no5_v1,3,3,1,0,273
op62no5_v1,4,1,1,0,302
op62no5_v1,4,2,1,0,320
op62no5_v1,4,3,1,0,348
op62no5_v1,5,1,1,0,378
op62no5_v1,5,2,1,0,398
op62no5_v1,5,3,1,0,424
op62no5_v1,6,1,1,0,453
op62no5_v1,6,2,1,0,471
op62no5_v1,6,3,1,0,494
op62no5_v1,7,1,2,0,10
op62no5_v1,7,2,2,0,29
op62no5_v1,7,3,2,0,88
op62no5_v1,8,1,2,0,121
op62no5_v1,8,2,2,0,140
op62no5_v1,8,3,2,0,159
op62no5_v1,9,1,2,0,191
op62no5_v1,9,2,2,0,212
op62no5_v1,9,3,2,0,241
op62no5_v1,10,1,2,0,273
op62no5_v1,10,2,2,0,302
op62no5_v1,10,3,2,0,325
op62no5_v1,11,1,2,0,359
op62no5_v1,11,2,2,0,381
op62no5_v1,11,3,2,0,415
op62no5_v1,12,1,2,0,451
op62no5_v1,12,2,2,0,470
op62no5_v1,12,3,2,0,490
op62no5_v1,13,1,3,0,10
op62no5_v1,13,2,3,0,31
op62no5_v1,13,3,3,0,59
op62no5_v1,14,1,3,0,92
op62no5_v1,14,2,3,0,112
op62no5_v1,14,3,3,0,134
op62no5_v1,15,1,3,0,168
op62no5_v1,15,2,3,0,187
op62no5_v1,15,3,3,0,213
op62no5_v1,16,1,3,0,245
op62no5_v1,16,2,3,0,265
op62no5_v1,16,3,3,0,334
op62no5_v1,17,1,3,0,371
op62no5_v1,17,2,3,0,392
op62no5_v1,17,3,3,0,414
op62no5_v1,18,1,3,0,446
op62no5_v1,18,2,3,0,466
op62no5_v1,18,3,3,0,489
op62no5_v1,19,1,4,0,15
op62no5_v1,19,2,4,0,45
op62no5_v1,19,3,4,0,74
op62no5_v1,20,1,4,0,112
op62no5_v1,20,2,4,0,138
op62no5_v1,20,3,4,0,176
op62no5_v1,21,1,4,0,216
op62no5_v1,21,2,4,0,240
op62no5_v1,21,3,4,0,271
op62no5_v1,22,1,4,0,310
op62no5_v1,22,2,4,0,336
op62no5_v1,22,3,4,0,374
op62no5_v1,23,1,4,0,419
op62no5_v1,23,2,4,0,442
op62no5_v1,23,3,4,0,488
op62no5_v1,24,1,5,0,15
op62no5_v1,24,2,5,0,37
op62no5_v1,24,3,5,0,70
op62no5_v1,25,1,5,0,111
op62no5_v1,25,2,5,0,130
op62no5_v1,25,3,5,0,151
op62no5_v1,26,1,5,0,191
op62no5_v1,26,2,5,0,210
op62no5_v1,26,3,5,0,230
op62no5_v1,27,1,5,0,269
op62no5_v1,27,2,5,0,295
op62no5_v1,27,3,5,0,320
op62no5_v1,28,1,5,0,353
op62no5_v1,28,2,5,0,381
op62no5_v1,28,3,5,0,405
op62no5_v1,29,1,5,0,447
op62no5_v1,29,2,5,0,474
op62no5_v1,29,3,5,0,494
op62no5_v1,1,1,1,1,19
op62no5_v1,1,2,1,1,56
op62no5_v1,1,3,1,1,90
op62no5_v1,2,1,1,1,151
op62no5_v1,2,2,1,1,191
op62no5_v1,2,3,1,1,226
op62no5_v1,3,1,1,1,276
op62no5_v1,3,2,1,1,311
op62no5_v1,3,3,1,1,353
op62no5_v1,4,1,1,1,402
op62no5_v1,4,2,1,1,437
op62no5_v1,4,3,1,1,479
op62no5_v1,5,1,2,1,13
op62no5_v1,5,2,2,1,36
op62no5_v1,5,3,2,1,70
op62no5_v1,6,1,2,1,111
op62no5_v1,6,2,2,1,133
op62no5_v1,6,3,2,1,174
op62no5_v1,7,1,2,1,224
op62no5_v1,7,2,2,1,266
op62no5_v1,7,3,2,1,319
op62no5_v1,8,1,2,1,380
op62no5_v1,8,2,2,1,420
op62no5_v1,8,3,2,1,474
op62no5_v1,9,1,3,1,18
op62no5_v1,9,2,3,1,67
op62no5_v1,9,3,3,1,134
op62no5_v1,10,1,3,1,205
op62no5_v1,10,2,3,1,253
op62no5_v1,10,3,3,1,300
op62no5_v1,11,1,3,1,364
op62no5_v1,11,2,3,1,410
op62no5_v1,11,3,3,1,466
op62no5_v1,12,1,4,1,19
op62no5_v1,12,2,4,1,67
op62no5_v1,12,3,4,1,114
op62no5_v1,13,1,4,1,164
op62no5_v1,13,2,4,1,220
op62no5_v1,13,3,4,1,266
op62no5_v1,14,1,4,1,331
op62no5_v1,14,2,4,1,363
op62no5_v1,14,3,4,1,387
op62no5_v1,15,1,4,1,432
op62no5_v1,15,2,4,1,462
op62no5_v1,15,3,4,1,486
op62no5_v1,16,1,5,1,18
op62no5_v1,16,2,5,1,49
op62no5_v1,16,3,5,1,82
op62no5_v1,17,1,5,1,134
op62no5_v1,17,2,5,1,183
op62no5_v1,17,3,5,1,227
op62no5_v1,18,1,5,1,279
op62no5_v1,18,2,5,1,323
op62no5_v1,18,3,5,1,361
op62no5_v1,19,1,5,1,408
op62no5_v1,19,2,5,1,448
op62no5_v1,19,3,5,1,487
op62no5_v1,20,1,6,1,17
op62no5_v1,20,2,6,1,49
op62no5_v1,20,3,6,1,93
op62no5_v1,21,1,6,1,144
op62no5_v1,21,2,6,1,177
op62no5_v1,21,3,6,1,220
op62no5_v1,22,1,6,1,275
op62no5_v1,22,2,6,1,310
op62no5_v1,22,3,6,1,348
op62no5_v1,23,1,6,1,401
op62no5_v1,23,2,6,1,434
op62no5_v1,23,3,6,1,479
op62no5_v1,1,1,1,2,18
op62no5_v1,1,2,1,2,56
op62no5_v1,1,3,1,2,103
op62no5_v1,2,1,1,2,170
op62no5_v1,2,2,1,2,224
op62no5_v1,2,3,1,2,276
op62no5_v1,3,1,1,2,346
op62no5_v1,3,2,1,2,405
op62no5_v1,3,3,1,2,463
op62no5_v1,4,1,2,2,12
op62no5_v1,4,2,2,2,64
op62no5_v1,4,3,2,2,109
op62no5_v1,5,1,2,2,172
op62no5_v1,5,2,2,2,224
op62no5_v1,5,3,2,2,275
op62no5_v1,6,1,2,2,333
op62no5_v1,6,2,2,2,368
op62no5_v1,6,3,2,2,408
op62no5_v1,7,1,2,2,448
op62no5_v2,1,1,1,0,309
op62no5_v2,1,2,1,0,377
op62no5_v2,1,3,1,0,435
op62no5_v2,2,1,1,0,513
op62no5_v2,2,2,1,0,573
op62no5_v2,2,3,1,0,633
op62no5_v2,3,1,1,0,708
op62no5_v2,3,2,1,0,769
op62no5_v2,3,3,1,0,848
op62no5_v2,4,1,1,0,920
op62no5_v2,4,2,1,0,981
op62no5_v2,4,3,1,0,1059
op62no5_v2,5,1,1,0,1139
op62no5_v2,5,2,1,0,1207
op62no5_v2,5,3,1,0,1276
op62no5_v2,6,1,2,0,142
op62no5_v2,6,2,2,0,207
op62no5_v2,6,3,2,0,270
op62no5_v2,7,1,2,0,358
op62no5_v2,7,2,2,0,423
op62no5_v2,7,3,2,0,559
op62no5_v2,8,1,2,0,652
op62no5_v2,8,2,2,0,718
op62no5_v2,8,3,2,0,785
op62no5_v2,9,1,2,0,873
op62no5_v2,9,2,2,0,941
op62no5_v2,9,3,2,0,1018
op62no5_v2,10,1,2,0,1110
op62no5_v2,10,2,2,0,1181
op62no5_v2,10,3,2,0,1246
op62no5_v2,11,1,3,0,141
op62no5_v2,11,2,3,0,205
op62no5_v2,11,3,3,0,298
op62no5_v2,12,1,3,0,404
op62no5_v2,12,2,3,0,472
op62no5_v2,12,3,3,0,539
op62no5_v2,13,1,3,0,628
op62no5_v2,13,2,3,0,700
op62no5_v2,13,3,3,0,783
op62no5_v2,14,1,3,0,878
op62no5_v2,14,2,3,0,959
op62no5_v2,14,3,3,0,1028
op62no5_v2,15,1,3,0,1127
op62no5_v2,15,2,3,0,1199
op62no5_v2,15,3,3,0,1268
op62no5_v2,16,1,4,0,140
op62no5_v2,16,2,4,0,198
op62no5_v2,16,3,4,0,347
op62no5_v2,17,1,4,0,435
op62no5_v2,17,2,4,0,500
op62no5_v2,17,3,4,0,564
op62no5_v2,18,1,4,0,648
op62no5_v2,18,2,4,0,712
op62no5_v2,18,3,4,0,773
op62no5_v2,19,1,4,0,863
op62no5_v2,19,2,4,0,926
op62no5_v2,19,3,4,0,1003
op62no5_v2,20,1,4,0,1103
op62no5_v2,20,2,4,0,1167
op62no5_v2,20,3,4,0,1249
op62no5_v2,21,1,5,0,140
op62no5_v2,21,2,5,0,202
op62no5_v2,21,3,5,0,279
op62no5_v2,22,1,5,0,377
op62no5_v2,22,2,5,0,442
op62no5_v2,22,3,5,0,528
op62no5_v2,23,1,5,0,629
op62no5_v2,23,2,5,0,691
op62no5_v2,23,3,5,0,785
op62no5_v2,24,1,5,0,8767
op62no5_v2,24,2,5,0,945
op62no5_v2,24,3,5,0,1031
op62no5_v2,25,1,5,0,1132
op62no5_v2,25,2,5,0,1197
op62no5_v2,25,3,5,0,1264
op62no5_v2,26,1,6,0,140
op62no5_v2,26,2,6,0,202
op62no5_v2,26,3,6,0,269
op62no5_v2,27,1,6,0,369
op62no5_v2,27,2,6,0,446
op62no5_v2,27,3,6,0,510
op62no5_v2,28,1,6,0,603
op62no5_v2,28,2,6,0,688
op62no5_v2,28,3,6,0,754
op62no5_v2,29,1,6,0,858
op62no5_v2,29,2,6,0,935
op62no5_v2,29,3,6,0,1004
op62no5_v2,30,1,6,0,1108
op62no5_v2,30,2,6,0,1184
op62no5_v2,30,3,6,0,1249
op62no5_v2,1,1,1,1,33
op62no5_v2,1,2,1,1,103
op62no5_v2,1,3,1,1,170
op62no5_v2,2,1,1,1,253
op62no5_v2,2,2,1,1,322
op62no5_v2,2,3,1,1,395
op62no5_v2,3,1,1,1,482
op62no5_v2,3,2,1,1,549
op62no5_v2,3,3,1,1,622
op62no5_v2,4,1,1,1,707
op62no5_v2,4,2,1,1,772
op62no5_v2,4,3,1,1,858
op62no5_v2,5,1,1,1,964
op62no5_v2,5,2,1,1,1030
op62no5_v2,5,3,1,1,1128
op62no5_v2,6,1,2,1,34
op62no5_v2,6,2,2,1,120
op62no5_v2,6,3,2,1,233
op62no5_v2,7,1,2,1,360
op62no5_v2,7,2,2,1,445
op62no5_v2,7,3,2,1,550
op62no5_v2,8,1,2,1,662
op62no5_v2,8,2,2,1,749
op62no5_v2,8,3,2,1,857
op62no5_v2,9,1,2,1,981
op62no5_v2,9,2,2,1,1068
op62no5_v2,9,3,2,1,1157
op62no5_v2,10,1,3,1,34
op62no5_v2,10,2,3,1,105
op62no5_v2,10,3,3,1,191
op62no5_v2,11,1,3,1,298
op62no5_v2,11,2,3,1,376
op62no5_v2,11,3,3,1,454
op62no5_v2,12,1,3,1,556
op62no5_v2,12,2,3,1,643
op62no5_v2,12,3,3,1,721
op62no5_v2,13,1,3,1,839
op62no5_v2,13,2,3,1,902
op62no5_v2,13,3,3,1,958
op62no5_v2,14,1,3,1,1045
op62no5_v2,14,2,3,1,1111
op62no5_v2,14,3,3,1,1172
op62no5_v2,15,1,4,1,34
op62no5_v2,15,2,4,1,94
op62no5_v2,15,3,4,1,159
op62no5_v2,16,1,4,1,259
op62no5_v2,16,2,4,1,350
op62no5_v2,16,3,4,1,430
op62no5_v2,17,1,4,1,532
op62no5_v2,17,2,4,1,625
op62no5_v2,17,3,4,1,704
op62no5_v2,18,1,4,1,800
op62no5_v2,18,2,4,1,882
op62no5_v2,18,3,4,1,954
op62no5_v2,19,1,4,1,1051
op62no5_v2,19,2,4,1,1110
op62no5_v2,19,3,4,1,1186
op62no5_v2,20,1,5,1,33
op62no5_v2,20,2,5,1,91
op62no5_v2,20,3,5,1,180
op62no5_v2,21,1,5,1,276
op62no5_v2,21,2,5,1,337
op62no5_v2,21,3,5,1,410
op62no5_v2,22,1,5,1,494
op62no5_v2,22,2,5,1,560
op62no5_v2,22,3,5,1,636
op62no5_v2,23,1,5,1,729
op62no5_v2,23,2,5,1,790
op62no5_v2,23,3,5,1,866
op62no5_v2,24,1,5,1,977
op62no5_v2,24,2,5,1,1063
op62no5_v2,24,3,5,1,1151
op62no5_v2,25,1,6,1,36
op62no5_v2,25,2,6,1,121
op62no5_v2,25,3,6,1,206
op62no5_v2,26,1,6,1,311
op62no5_v2,26,2,6,1,393
op62no5_v2,26,3,6,1,476
op62no5_v2,27,1,6,1,583
op62no5_v2,27,2,6,1,670
op62no5_v2,27,3,6,1,757
op62no5_v2,28,1,6,1,871
op62no5_v2,28,2,6,1,928
op62no5_v2,28,3,6,1,998
op62no5_v2,29,1,6,1,1081
op62no5_v3,1,1,1,0,99
op62no5_v3,1,2,1,0,116
