score,measure,beat,strip,page,hpixel
op116no6_v1,0,3,1,0,75
op116no6_v1,1,1,1,0,105
op116no6_v1,1,2,1,0,123
op116no6_v1,1,3,1,0,143
op116no6_v1,2,1,1,0,181
op116no6_v1,2,2,1,0,207
op116no6_v1,2,3,1,0,234
op116no6_v1,3,1,1,0,266
op116no6_v1,3,2,1,0,287
op116no6_v1,3,3,1,0,315
op116no6_v1,4,1,1,0,363
op116no6_v1,4,2,1,0,392
op116no6_v1,4,3,1,0,419
op116no6_v1,5,1,1,0,451
op116no6_v1,5,2,1,0,473
op116no6_v1,5,3,1,0,492
op116no6_v1,6,1,2,0,36
op116no6_v1,6,2,2,0,60
op116no6_v1,6,3,2,0,87
op116no6_v1,7,1,2,0,114
op116no6_v1,7,2,2,0,132
op116no6_v1,7,3,2,0,152
op116no6_v1,8,1,2,0,178
op116no6_v1,8,2,2,0,198
op116no6_v1,8,3,2,0,216
op116no6_v1,9,1,2,0,241
op116no6_v1,9,2,2,0,260
op116no6_v1,9,3,2,0,287
op116no6_v1,10,1,2,0,343
op116no6_v1,10,2,2,0,382
op116no6_v1,10,3,2,0,418
op116no6_v1,11,1,2,0,445
op116no6_v1,11,2,2,0,468
op116no6_v1,11,3,2,0,487
op116no6_v1,12,1,3,0,42
op116no6_v1,12,2,3,0,78
op116no6_v1,12,3,3,0,127
op116no6_v1,13,1,3,0,158
op116no6_v1,13,2,3,0,178
op116no6_v1,13,3,3,0,199
op116no6_v1,14,1,3,0,230
op116no6_v1,14,2,3,0,251
op116no6_v1,14,3,3,0,273
op116no6_v1,15,1,3,0,297
op116no6_v1,15,2,3,0,318
op116no6_v1,15,3,3,0,339
op116no6_v1,16,1,3,0,381
op116no6_v1,16,2,3,0,405
op116no6_v1,16,3,3,0,429
op116no6_v1,17,1,3,0,454
op116no6_v1,17,2,3,0,473
op116no6_v1,17,3,3,0,496
op116no6_v1,18,1,4,0,35
op116no6_v1,18,2,4,0,62
op116no6_v1,18,3,4,0,93
op116no6_v1,19,1,4,0,124
op116no6_v1,19,2,4,0,145
op116no6_v1,19,3,4,0,167
op116no6_v1,20,1,4,0,197
op116no6_v1,20,2,4,0,221
op116no6_v1,20,3,4,0,250
op116no6_v1,21,1,4,0,279
op116no6_v1,21,2,4,0,299
op116no6_v1,21,3,4,0,319
op116no6_v1,22,1,4,0,356
op116no6_v1,22,2,4,0,377
op116no6_v1,22,3,4,0,
op116no6_v1,23,1,4,0,409
op116no6_v1,23,2,4,0,427
op116no6_v1,23,3,4,0,
op116no6_v1,24,1,4,0,466
op116no6_v1,24,2,4,0,
op116no6_v1,24,3,5,0,40
op116no6_v1,25,1,5,0,82
op116no6_v1,25,2,5,0,116
op116no6_v1,25,3,5,0,150
op116no6_v1,26,1,5,0,194
op116no6_v1,26,2,5,0,228
op116no6_v1,26,3,5,0,264
op116no6_v1,27,1,5,0,305
op116no6_v1,27,2,5,0,338
op116no6_v1,27,3,5,0,371
op116no6_v1,28,1,5,0,415
op116no6_v1,28,2,5,0,452
op116no6_v1,28,3,5,0,489
op116no6_v1,29,1,6,0,39
op116no6_v1,29,2,6,0,74
op116no6_v1,29,3,6,0,112
op116no6_v1,30,1,6,0,159
op116no6_v1,30,2,6,0,195
op116no6_v1,30,3,6,0,231
op116no6_v1,31,1,6,0,277
op116no6_v1,31,2,6,0,314
op116no6_v1,31,3,6,0,351
op116no6_v1,32,1,6,0,396
op116no6_v1,32,2,6,0,434
op116no6_v1,32,3,6,0,476
op116no6_v1,1,1,1,1,39
op116no6_v1,1,2,1,1,68
op116no6_v1,1,3,1,1,96
op116no6_v1,2,1,1,1,134
op116no6_v1,2,2,1,1,161
op116no6_v1,2,3,1,1,191
op116no6_v1,3,1,1,1,228
op116no6_v1,3,2,1,1,257
op116no6_v1,3,3,1,1,285
op116no6_v1,4,1,1,1,326
op116no6_v1,4,2,1,1,360
op116no6_v1,4,3,1,1,391
op116no6_v1,5,1,1,1,430
op116no6_v1,5,2,1,1,459
op116no6_v1,5,3,1,1,488
op116no6_v1,6,1,2,1,40
op116no6_v1,6,2,2,1,70
op116no6_v1,6,3,2,1,98
op116no6_v1,7,1,2,1,139
op116no6_v1,7,2,2,1,168
op116no6_v1,7,3,2,1,198
op116no6_v1,8,1,2,1,238
op116no6_v1,8,2,2,1,271
op116no6_v1,8,3,2,1,311
op116no6_v1,9,1,2,1,347
op116no6_v1,9,2,2,1,376
op116no6_v1,9,3,2,1,406
op116no6_v1,10,1,2,1,442
op116no6_v1,10,2,2,1,471
op116no6_v1,10,3,3,1,35
op116no6_v1,11,1,3,1,67
op116no6_v1,11,2,3,1,87
op116no6_v1,11,3,3,1,109
op116no6_v1,12,1,3,1,147
op116no6_v1,12,2,3,1,178
op116no6_v1,12,3,3,1,207
op116no6_v1,13,1,3,1,240
op116no6_v1,13,2,3,1,263
op116no6_v1,13,3,3,1,289
op116no6_v1,14,1,3,1,341
op116no6_v1,14,2,3,1,370
op116no6_v1,14,3,3,1,400
op116no6_v1,15,1,3,1,435
op116no6_v1,15,2,3,1,459
op116no6_v1,15,3,3,1,483
op116no6_v1,16,1,4,1,35
op116no6_v1,16,2,4,1,62
