score,measure,beat,strip,page,hpixel
kv333mv3_v1,1,1,1,0,55
kv333mv3_v1,1,2,1,0,70
kv333mv3_v1,1,3,1,0,87
kv333mv3_v1,1,4,1,0,101
kv333mv3_v1,2,1,1,0,
kv333mv3_v1,2,2,1,0,
kv333mv3_v1,2,3,1,0,
kv333mv3_v1,2,4,1,0,
kv333mv3_v1,3,1,1,0,
kv333mv3_v1,3,2,1,0,
kv333mv3_v1,3,3,1,0,
kv333mv3_v1,3,4,1,0,
kv333mv3_v1,4,1,1,0,
kv333mv3_v1,4,2,1,0,
kv333mv3_v1,4,3,1,0,
kv333mv3_v1,4,4,1,0,
kv333mv3_v1,5,1,1,0,
kv333mv3_v1,5,2,1,0,
kv333mv3_v1,5,3,1,0,
kv333mv3_v1,5,4,1,0,
kv333mv3_v1,6,1,1,0,457
kv333mv3_v1,6,2,1,0,469
kv333mv3_v1,6,3,1,0,485
kv333mv3_v1,6,4,1,0,499
kv333mv3_v1,7,1,2,0,
kv333mv3_v1,7,2,2,0,
kv333mv3_v1,7,3,2,0,
kv333mv3_v1,7,4,2,0,
kv333mv3_v1,8,1,2,0,
kv333mv3_v1,8,2,2,0,
kv333mv3_v1,8,3,2,0,
kv333mv3_v1,8,4,2,0,
kv333mv3_v1,9,1,2,0,
kv333mv3_v1,9,2,2,0,
kv333mv3_v1,9,3,2,0,
kv333mv3_v1,9,4,2,0,
kv333mv3_v1,10,1,2,0,
kv333mv3_v1,10,2,2,0,
kv333mv3_v1,10,3,2,0,
kv333mv3_v1,10,4,2,0,
kv333mv3_v1,11,1,2,0,422
kv333mv3_v1,11,2,2,0,447
kv333mv3_v1,11,3,2,0,471
kv333mv3_v1,11,4,2,0,495
kv333mv3_v1,12,1,3,0,
kv333mv3_v1,12,2,3,0,
kv333mv3_v1,12,3,3,0,
kv333mv3_v1,12,4,3,0,
kv333mv3_v1,13,1,3,0,
kv333mv3_v1,13,2,3,0,
kv333mv3_v1,13,3,3,0,
kv333mv3_v1,13,4,3,0,
kv333mv3_v1,14,1,3,0,
kv333mv3_v1,14,2,3,0,
kv333mv3_v1,14,3,3,0,
kv333mv3_v1,14,4,3,0,
kv333mv3_v1,15,1,3,0,
kv333mv3_v1,15,2,3,0,
kv333mv3_v1,15,3,3,0,
kv333mv3_v1,15,4,3,0,
kv333mv3_v1,16,1,3,0,438
kv333mv3_v1,16,2,3,0,454
kv333mv3_v1,16,3,3,0,477
kv333mv3_v1,16,4,3,0,498
kv333mv3_v1,17,1,4,0,
kv333mv3_v1,17,2,4,0,
kv333mv3_v1,17,3,4,0,
kv333mv3_v1,17,4,4,0,
kv333mv3_v1,18,1,4,0,
kv333mv3_v1,18,2,4,0,
kv333mv3_v1,18,3,4,0,
kv333mv3_v1,18,4,4,0,
kv333mv3_v1,19,1,4,0,
kv333mv3_v1,19,2,4,0,
kv333mv3_v1,19,3,4,0,
kv333mv3_v1,19,4,4,0,
kv333mv3_v1,20,1,4,0,
kv333mv3_v1,20,2,4,0,
kv333mv3_v1,20,3,4,0,
kv333mv3_v1,20,4,4,0,
kv333mv3_v1,21,1,4,0,310
kv333mv3_v1,21,2,4,0,329
kv333mv3_v1,21,3,4,0,354
kv333mv3_v1,21,4,4,0,387
kv333mv3_v1,22,1,4,0,
kv333mv3_v1,22,2,4,0,
kv333mv3_v1,22,3,4,0,
kv333mv3_v1,22,4,4,0,
kv333mv3_v1,23,1,5,0,
kv333mv3_v1,23,2,5,0,
kv333mv3_v1,23,3,5,0,
kv333mv3_v1,23,4,5,0,
kv333mv3_v1,24,1,5,0,
kv333mv3_v1,24,2,5,0,
kv333mv3_v1,24,3,5,0,
kv333mv3_v1,24,4,5,0,
kv333mv3_v1,25,1,5,0,
kv333mv3_v1,25,2,5,0,
kv333mv3_v1,25,3,5,0,
kv333mv3_v1,25,4,5,0,
kv333mv3_v1,26,1,5,0,419
kv333mv3_v1,26,2,5,0,443
kv333mv3_v1,26,3,5,0,468
kv333mv3_v1,26,4,5,0,492
kv333mv3_v1,27,1,6,0,
kv333mv3_v1,27,2,6,0,
kv333mv3_v1,27,3,6,0,
kv333mv3_v1,27,4,6,0,
kv333mv3_v1,28,1,6,0,
kv333mv3_v1,28,2,6,0,
kv333mv3_v1,28,3,6,0,
kv333mv3_v1,28,4,6,0,
kv333mv3_v1,29,1,6,0,
kv333mv3_v1,29,2,6,0,
kv333mv3_v1,29,3,6,0,
kv333mv3_v1,29,4,6,0,
kv333mv3_v1,1,1,1,1,
kv333mv3_v1,1,2,1,1,
kv333mv3_v1,1,3,1,1,
kv333mv3_v1,1,4,1,1,
kv333mv3_v1,2,1,1,1,209
kv333mv3_v1,2,2,1,1,238
kv333mv3_v1,2,3,1,1,267
kv333mv3_v1,2,4,1,1,300
kv333mv3_v1,3,1,1,1,
kv333mv3_v1,3,2,1,1,
kv333mv3_v1,3,3,1,1,
kv333mv3_v1,3,4,1,1,
kv333mv3_v1,4,1,2,1,
kv333mv3_v1,4,2,2,1,
kv333mv3_v1,4,3,2,1,
kv333mv3_v1,4,4,2,1,
kv333mv3_v1,5,1,2,1,
kv333mv3_v1,5,2,2,1,
kv333mv3_v1,5,3,2,1,
kv333mv3_v1,5,4,2,1,
kv333mv3_v1,6,1,2,1,
kv333mv3_v1,6,2,2,1,
kv333mv3_v1,6,3,2,1,
kv333mv3_v1,6,4,2,1,
kv333mv3_v1,7,1,3,1,33
kv333mv3_v1,7,2,3,1,56
kv333mv3_v1,7,3,3,1,77
kv333mv3_v1,7,4,3,1,99
kv333mv3_v1,8,1,3,1,
kv333mv3_v1,8,2,3,1,
kv333mv3_v1,8,3,3,1,
kv333mv3_v1,8,4,3,1,
kv333mv3_v1,9,1,3,1,
kv333mv3_v1,9,2,3,1,
kv333mv3_v1,9,3,3,1,
kv333mv3_v1,9,4,3,1,
kv333mv3_v1,10,1,3,1,
kv333mv3_v1,10,2,3,1,
kv333mv3_v1,10,3,3,1,
kv333mv3_v1,10,4,3,1,
kv333mv3_v1,11,1,3,1,
kv333mv3_v1,11,2,3,1,
kv333mv3_v1,11,3,3,1,
kv333mv3_v1,11,4,3,1,
kv333mv3_v1,12,1,4,1,33
kv333mv3_v1,12,2,4,1,48
kv333mv3_v1,12,3,4,1,66
kv333mv3_v1,12,4,4,1,82
kv333mv3_v1,13,1,4,1,
kv333mv3_v1,13,2,4,1,
kv333mv3_v1,13,3,4,1,
kv333mv3_v1,13,4,4,1,
kv333mv3_v1,14,1,4,1,
kv333mv3_v1,14,2,4,1,
kv333mv3_v1,14,3,4,1,
kv333mv3_v1,14,4,4,1,
kv333mv3_v1,15,1,4,1,
kv333mv3_v1,15,2,4,1,
kv333mv3_v1,15,3,4,1,
kv333mv3_v1,15,4,4,1,
kv333mv3_v1,16,1,4,1,
kv333mv3_v1,16,2,4,1,
kv333mv3_v1,16,3,4,1,
kv333mv3_v1,16,4,4,1,
kv333mv3_v1,17,1,4,1,458
kv333mv3_v1,17,2,4,1,471
kv333mv3_v1,17,3,4,1,485
kv333mv3_v1,17,4,4,1,500
kv333mv3_v1,18,1,5,1,
kv333mv3_v1,18,2,5,1,
kv333mv3_v1,18,3,5,1,
kv333mv3_v1,18,4,5,1,
