score,measure,beat,strip,page,hpixel
season06_v1,1,1,1,0,75
season06_v1,1,2,1,0,88
season06_v1,1,3,1,0,104
season06_v1,1,4,1,0,
season06_v1,2,1,1,0,
season06_v1,2,2,1,0,
season06_v1,2,3,1,0,
season06_v1,2,4,1,0,
season06_v1,3,1,1,0,211
season06_v1,3,2,1,0,233
season06_v1,3,3,1,0,255
season06_v1,3,4,1,0,282
season06_v1,4,1,1,0,
season06_v1,4,2,1,0,
season06_v1,4,3,1,0,
season06_v1,4,4,1,0,
season06_v1,5,1,1,0,390
season06_v1,5,2,1,0,424
season06_v1,5,3,1,0,447
season06_v1,5,4,1,0,478
season06_v1,6,1,2,0,
season06_v1,6,2,2,0,
season06_v1,6,3,2,0,
season06_v1,6,4,2,0,
season06_v1,7,1,2,0,164
season06_v1,7,2,2,0,191
season06_v1,7,3,2,0,218
season06_v1,7,4,2,0,255
season06_v1,8,1,2,0,
season06_v1,8,2,2,0,
season06_v1,8,3,2,0,
season06_v1,8,4,2,0,
season06_v1,9,1,2,0,397
season06_v1,9,2,2,0,417
season06_v1,9,3,2,0,440
season06_v1,9,4,2,0,467
season06_v1,10,1,3,0,
season06_v1,10,2,3,0,
season06_v1,10,3,3,0,
season06_v1,10,4,3,0,
season06_v1,11,1,3,0,138
season06_v1,11,2,3,0,167
season06_v1,11,3,3,0,196
season06_v1,11,4,3,0,226
season06_v1,12,1,3,0,
season06_v1,12,2,3,0,
season06_v1,12,3,3,0,
season06_v1,12,4,3,0,
season06_v1,13,1,3,0,390
season06_v1,13,2,3,0,418
season06_v1,13,3,3,0,446
season06_v1,13,4,3,0,474
season06_v1,14,1,4,0,
season06_v1,14,2,4,0,
season06_v1,14,3,4,0,
season06_v1,14,4,4,0,
season06_v1,15,1,4,0,130
season06_v1,15,2,4,0,149
season06_v1,15,3,4,0,171
season06_v1,15,4,4,0,196
season06_v1,16,1,4,0,
season06_v1,16,2,4,0,
season06_v1,16,3,4,0,
season06_v1,16,4,4,0,
season06_v1,17,1,4,0,315
season06_v1,17,2,4,0,338
season06_v1,17,3,4,0,362
season06_v1,17,4,4,0,386
season06_v1,18,1,4,0,
season06_v1,18,2,4,0,
season06_v1,18,3,4,0,
season06_v1,18,4,4,0,
season06_v1,1,1,1,1,38
season06_v1,1,2,1,1,57
season06_v1,1,3,1,1,78
season06_v1,1,4,1,1,106
season06_v1,2,1,1,1,
season06_v1,2,2,1,1,
season06_v1,2,3,1,1,
season06_v1,2,4,1,1,
season06_v1,3,1,1,1,248
season06_v1,3,2,1,1,291
season06_v1,3,3,1,1,319
season06_v1,3,4,1,1,347
season06_v1,4,1,1,1,
season06_v1,4,2,1,1,
season06_v1,4,3,1,1,
season06_v1,4,4,1,1,
season06_v1,5,1,2,1,37
season06_v1,5,2,2,1,64
season06_v1,5,3,2,1,90
season06_v1,5,4,2,1,118
season06_v1,6,1,2,1,
season06_v1,6,2,2,1,
season06_v1,6,3,2,1,
season06_v1,6,4,2,1,
season06_v1,7,1,2,1,252
season06_v1,7,2,2,1,287
season06_v1,7,3,2,1,315
season06_v1,7,4,2,1,351
season06_v1,8,1,2,1,
season06_v1,8,2,2,1,
season06_v1,8,3,2,1,
season06_v1,8,4,2,1,
