score,measure,beat,strip,page,hpixel
bwv8491_v1,1,1,1,0,87
bwv8491_v1,1,2,1,0,113
bwv8491_v1,1,3,1,0,140
bwv8491_v1,1,4,1,0,164
bwv8491_v1,1,5,1,0,
bwv8491_v1,1,6,1,0,201
bwv8491_v1,2,1,1,0,231
bwv8491_v1,2,2,1,0,257
bwv8491_v1,2,3,1,0,283
bwv8491_v1,2,4,1,0,307
bwv8491_v1,2,5,1,0,
bwv8491_v1,2,6,1,0,344
bwv8491_v1,3,1,1,0,375
bwv8491_v1,3,2,1,0,406
bwv8491_v1,3,3,1,0,438
bwv8491_v1,3,4,1,0,463
bwv8491_v1,3,5,1,0,
bwv8491_v1,3,6,1,0,500
bwv8491_v1,4,1,2,0,38
bwv8491_v1,4,2,2,0,70
bwv8491_v1,4,3,2,0,101
bwv8491_v1,4,4,2,0,126
bwv8491_v1,4,5,2,0,
bwv8491_v1,4,6,2,0,162
bwv8491_v1,5,1,2,0,193
bwv8491_v1,5,2,2,0,225
bwv8491_v1,5,3,2,0,250
bwv8491_v1,5,4,2,0,270
bwv8491_v1,5,5,2,0,296
bwv8491_v1,5,6,2,0,321
bwv8491_v1,6,1,2,0,365
bwv8491_v1,6,2,2,0,393
bwv8491_v1,6,3,2,0,421
bwv8491_v1,6,4,2,0,441
bwv8491_v1,6,5,2,0,470
bwv8491_v1,6,6,2,0,494
bwv8491_v1,7,1,3,0,38
bwv8491_v1,7,2,3,0,62
bwv8491_v1,7,3,3,0,92
bwv8491_v1,7,4,3,0,110
bwv8491_v1,7,5,3,0,135
bwv8491_v1,7,6,3,0,162
bwv8491_v1,8,1,3,0,204
bwv8491_v1,8,2,3,0,231
bwv8491_v1,8,3,3,0,257
bwv8491_v1,8,4,3,0,284
bwv8491_v1,8,5,3,0,
bwv8491_v1,8,6,3,0,320
bwv8491_v1,9,1,3,0,355
bwv8491_v1,9,2,3,0,380
bwv8491_v1,9,3,3,0,406
bwv8491_v1,9,4,3,0,433
bwv8491_v1,9,5,3,0,464
bwv8491_v1,9,6,3,0,496
bwv8491_v1,10,1,4,0,36
bwv8491_v1,10,2,4,0,59
bwv8491_v1,10,3,4,0,83
bwv8491_v1,10,4,4,0,106
bwv8491_v1,10,5,4,0,129
bwv8491_v1,10,6,4,0,157
bwv8491_v1,11,1,4,0,200
bwv8491_v1,11,2,4,0,223
bwv8491_v1,11,3,4,0,252
bwv8491_v1,11,4,4,0,277
bwv8491_v1,11,5,4,0,296
bwv8491_v1,11,6,4,0,320
bwv8491_v1,12,1,4,0,352
bwv8491_v1,12,2,4,0,384
bwv8491_v1,12,3,4,0,413
bwv8491_v1,12,4,4,0,446
bwv8491_v1,12,5,4,0,474
bwv8491_v1,12,6,4,0,501
bwv8491_v1,13,1,5,0,35
bwv8491_v1,13,2,5,0,67
bwv8491_v1,13,3,5,0,90
bwv8491_v1,13,4,5,0,122
bwv8491_v1,13,5,5,0,
bwv8491_v1,13,6,5,0,162
bwv8491_v1,14,1,5,0,192
bwv8491_v1,14,2,5,0,218
bwv8491_v1,14,3,5,0,245
bwv8491_v1,14,4,5,0,271
bwv8491_v1,14,5,5,0,296
bwv8491_v1,14,6,5,0,321
