# !!!performance-id:	pid9101c-15
# !!!title:		Mazurka in F major, Op. 68, No. 3
# !!!trials:		1
# !!!date: 		2007/12/14/
# !!!reverse-conductor:	Craig Stuart Sapp
# !!!performer: 		Eva Osinska
# !!!performance-date:	1999
# !!!label:		Cassiopee 969 213/6
# !!!label-title:		Chopin: Les 58 Mazurkas Premiere Integrale
# !!!offset:		0
0.518	1:1
1.028	1:2
1.408	1:3
1.828	2:1
2.328	2:2
2.768	2:3
3.251	3:1
3.718	3:2
4.108	3:3
4.518	4:1
5.018	4:2
5.528	4:3
6.038	5:1
6.508	5:2
6.918	5:3
7.348	6:1
7.788	6:2
8.196	6:3
8.618	7:1
9.058	7:2
9.538	7:3
10.210	8:1
10.988	8:2
11.733	8:3
12.478	9:1
12.978	9:2
13.358	9:3
13.778	10:1
14.288	10:2
14.738	10:3
15.188	11:1
15.648	11:2
16.038	11:3
16.448	12:1
16.938	12:2
17.413	12:3
17.888	13:1
18.349	13:2
18.778	13:3
19.218	14:1
19.628	14:2
20.048	14:3
20.478	15:1
20.948	15:2
21.488	15:3
22.108	16:1
23.008	16:2
23.918	16:3
24.688	17:1
25.308	17:2
25.758	17:3
26.208	18:1
26.658	18:2
27.058	18:3
27.468	19:1
27.918	19:2
28.298	19:3
28.718	20:1
29.368	20:2
30.013	20:3
30.658	21:1
31.188	21:2
31.598	21:3
32.018	22:1
32.437	22:2
32.858	22:3
33.318	23:1
33.848	23:2
34.288	23:3
34.808	24:1
35.728	24:2
36.598	24:3
37.468	25:1
38.018	25:2
38.438	25:3
38.868	26:1
39.378	26:2
39.788	26:3
40.198	27:1
40.638	27:2
41.038	27:3
41.458	28:1
41.938	28:2
42.378	28:3
42.818	29:1
43.248	29:2
43.668	29:3
44.098	30:1
44.518	30:2
44.918	30:3
45.327	31:1
45.768	31:2
46.278	31:3
46.898	32:1
47.908	32:2
49.338	32:3
50.798	33:1
51.138	33:2
51.448	33:3
51.738	34:1
52.048	34:2
52.368	34:3
52.688	35:1
52.958	35:2
53.298	35:3
53.578	36:1
53.898	36:2
54.258	36:3
54.708	37:1
55.068	37:2
55.349	37:3
55.639	38:1
55.938	38:2
56.258	38:3
56.608	39:1
56.912	39:2
57.198	39:3
57.490	40:1
57.788	40:2
58.148	40:3
58.618	41:1
58.958	41:2
59.218	41:3
59.498	42:1
59.798	42:2
60.108	42:3
60.488	43:1
60.828	43:2
61.188	43:3
61.558	44:1
62.038	44:2
62.628	44:3
63.338	45:1
64.158	45:2
64.558	45:3
64.978	46:1
65.468	46:2
65.913	46:3
66.358	47:1
66.828	47:2
67.218	47:3
67.628	48:1
68.138	48:2
68.638	48:3
69.138	49:1
69.568	49:2
70.038	49:3
70.438	50:1
70.828	50:2
71.258	50:3
71.648	51:1
72.078	51:2
72.548	51:3
73.098	52:1
73.778	52:2
74.513	52:3
75.248	53:1
75.758	53:2
76.158	53:3
76.568	54:1
77.058	54:2
77.488	54:3
77.918	55:1
78.358	55:2
78.748	55:3
79.148	56:1
79.618	56:2
80.078	56:3
80.538	57:1
80.978	57:2
81.448	57:3
81.847	58:1
82.268	58:2
82.708	58:3
83.138	59:1
83.608	59:2
84.208	59:3
84.978	60:1
86.148	60:2
87.703	60:3
