1.000000000,3
1.500000000,4
2.000000000,5
2.500000000,6
3.000000000,7
3.500000000,8
4.000000000,9
4.500000000,10
5.000000000,11
5.500000000,12
6.000000000,13
6.500000000,14
7.000000000,15
7.500000000,16
8.000000000,17
8.500000000,18
9.000000000,19
9.500000000,20
10.000000000,21
10.500000000,22
11.000000000,23
11.500000000,24
12.000000000,25
12.500000000,26
13.000000000,27
13.500000000,28
14.000000000,29
14.500000000,30
15.000000000,31
15.500000000,32
16.000000000,33
16.500000000,34
17.000000000,35
17.500000000,36
18.000000000,37
18.500000000,38
19.000000000,39
19.500000000,40
20.000000000,41
20.500000000,42
21.000000000,43
21.500000000,44
22.000000000,45
22.500000000,46
23.000000000,47
23.500000000,48
24.000000000,49
24.500000000,50
25.000000000,51
25.500000000,52
26.000000000,53
26.500000000,54
27.000000000,55
27.500000000,56
28.000000000,57
28.500000000,58
29.000000000,59
29.500000000,60
30.000000000,61
30.500000000,62
31.000000000,63
31.500000000,64
32.000000000,65
32.500000000,66
33.000000000,67
33.500000000,68
34.000000000,69
34.500000000,70
35.000000000,71
35.500000000,72
36.000000000,73
36.500000000,74
37.000000000,75
37.500000000,76
38.000000000,77
38.500000000,78
39.000000000,79
39.500000000,80
40.000000000,81
40.500000000,82
41.000000000,83
41.500000000,84
42.000000000,85
42.500000000,86
43.000000000,87
43.500000000,88
44.000000000,89
44.500000000,90
45.000000000,91
45.500000000,92
46.000000000,93
46.500000000,94
47.000000000,95
47.500000000,96
48.000000000,97
48.500000000,98
49.000000000,99
49.500000000,100
50.000000000,101
50.500000000,102
51.000000000,103
51.500000000,104
52.000000000,105
52.500000000,106
53.000000000,107
53.500000000,108
54.000000000,109
54.500000000,110
55.000000000,111
55.500000000,112
56.000000000,113
56.500000000,114
57.000000000,115
57.500000000,116
58.000000000,117
58.500000000,118
59.000000000,119
59.500000000,120
60.000000000,121
60.500000000,122
61.000000000,123
61.500000000,124
62.000000000,125
62.500000000,126
63.000000000,127
63.500000000,128
64.248163265,129
64.747392290,130
65.246984127,131
65.752380952,132
66.250158730,133
66.747936508,134
67.250793651,135
67.751111111,136
68.253968254,137
68.749206349,138
69.244444444,139
69.749841270,140
70.247619048,141
70.753015873,142
71.248253968,143
71.756190476,144
72.248888889,145
72.754285714,146
73.254603175,147
73.752380952,148
74.247619048,149
74.750476190,150
75.253333333,151
75.728253968,152
76.253968254,153
76.751746032,154
77.244444444,155
77.752380952,156
78.247619048,157
78.750476190,158
79.250793651,159
79.740952381,160
80.241269841,161
80.744126984,162
81.252063492,163
81.744761905,164
82.250158730,165
82.747936508,166
83.248253968,167
83.751111111,168
84.251428571,169
84.746666667,170
85.231746032,171
85.749841270,172
86.245079365,173
86.747936508,174
87.245714286,175
87.748571429,176
88.246349206,177
88.746666667,178
89.246984127,179
89.757460317,180
90.250158730,181
90.750476190,182
91.253333333,183
91.751111111,184
92.246349206,185
92.754285714,186
93.249523810,187
93.752380952,188
94.245079365,189
94.753015873,190
95.253333333,191
95.751111111,192
96.253968254,193
96.754285714,195
